text1,text2,label
Créer un dessin,Écrire une chanson,1
Faire de la musculation,Utiliser un vélo électrique,0
Boire beaucoup d'eau,Préparer un examen,0
Déployer une application,Créer une base de données,1
Ranger la maison,Préparer un gâteau,0
Faire du vélo,Tester un programme,0
Prendre le train,Prendre la parole en public,0
Cuisiner un rôti,Négocier un prix,0
Aller chez le dentiste,Écrire un message,0
Préparer un smoothie,Faire de l'escalade,0
Jouer au volleyball,Faire de l'auto-stop,0
Faire de la randonnée,Organiser une formation,0
Expliquer un concept,Corriger des copies,1
Cuisiner des légumes,Préparer un gâteau,1
Peindre un mur,Utiliser un taxi,0
Préparer un gâteau,Préparer un plat,1
Passer un appel,Conduire un camion,0
Cuisiner un rôti,Nettoyer la maison,0
Enseigner les mathématiques,Retourner un produit,0
Épargner de l'argent,Enseigner une langue,0
Animer une discussion,Gérer son budget,0
Créer une œuvre,Ranger la maison,0
Prendre des vitamines,Improviser au piano,0
Bricoler un objet,Réparer un meuble,1
Faire de l'escalade,Jouer au football,1
Pratiquer la relaxation,Faire un massage,1
Préparer un gâteau,Faire cuire des pâtes,1
Écrire un message,Nager en piscine,0
Faire du networking,Interviewer quelqu'un,1
Superviser des élèves,Faire du tutorat,1
Jouer au basketball,Jouer au volleyball,1
Investir en bourse,Faire de la danse,0
Courir un marathon,Superviser des élèves,0
Analyser des données,Installer un logiciel,1
Composer une chanson,Faire de la photographie,1
Préparer un smoothie,Préparer un dessert,1
Cuisiner un rôti,Passer un appel,0
Faire de la musculation,Acheter des vêtements,0
Faire un bilan de santé,Faire du stretching,1
Faire du networking,Réparer un ordinateur,0
Envoyer un email,Interviewer quelqu'un,1
Calculer ses dépenses,Créer une œuvre,0
Prendre des vitamines,Optimiser un système,0
Prendre le train,Utiliser un vélo électrique,1
Jouer au basketball,Jouer au volleyball,1
Corriger des copies,Faire du jogging,0
Faire du networking,Épargner de l'argent,0
Faire de la photographie,Épargner de l'argent,0
Aller chez le dentiste,Faire de la méditation,1
Donner un cours,Organiser une formation,1
Dessiner un portrait,Faire la vaisselle,0
Faire une tarte,Pratiquer la boxe,0
Jouer de la guitare,Dessiner un portrait,1
Animer une réunion,Passer un appel,1
Passer un appel,Envoyer un email,1
Programmer en Python,Créer un algorithme,1
Jouer au volleyball,Faire du jogging,1
Ouvrir un compte,Retourner un produit,1
Dormir suffisamment,Prendre des vitamines,1
Écrire une chanson,Sculpter une statue,1
Composer une mélodie,Analyser des données,0
Cuisiner des légumes,Faire une sauce,1
Animer un atelier,Préparer un examen,1
Prendre des vitamines,Faire du ski,0
Ouvrir un compte,Animer une discussion,0
Tailler les arbres,Automatiser une tâche,0
Conduire un tracteur,Utiliser un taxi,1
Calculer ses dépenses,Faire les courses,1
Créer une base de données,Programmer en Python,1
Présenter un projet,Réparer une fuite,0
Prendre l'air frais,Faire cuire des pâtes,0
Composer une mélodie,Jouer du piano,1
Animer un atelier,Donner des conseils,1
Animer un atelier,Faire une sauce,0
Faire une présentation,Faire les courses,0
Faire du shopping,Réparer une fuite,0
Faire du vélo,Prendre un bus,0
Écrire une chanson,Jouer au football,0
Organiser une formation,Donner des conseils,1
Cuire du riz,Faire une omelette,1
Planter des fleurs,Faire de l'escalade,0
Faire un massage,Jouer au basketball,0
Comparer les prix,Pratiquer la relaxation,0
Faire de la physiothérapie,Prendre l'avion,0
Faire cuire des pâtes,Préparer un gâteau,1
Faire de la danse,Épargner de l'argent,0
Prendre la parole,Écrire un message,1
Créer un dessin,Créer une œuvre,1
Jouer au football,Pratiquer la relaxation,0
Pratiquer la relaxation,Boire beaucoup d'eau,1
Enseigner une langue,Préparer une leçon,1
Expliquer un concept,Enseigner les mathématiques,1
Demander un crédit,Faire ses comptes,1
Évaluer des étudiants,Préparer une leçon,1
Faire de la danse,Jouer au football,1
Faire une tarte,Improviser au piano,0
Négocier un contrat,Rédiger une lettre,1
Jouer du violon,Composer une mélodie,1
Faire cuire des pâtes,Installer un logiciel,0
Ranger la maison,Faire griller de la viande,0
Prendre soin de sa peau,Faire un massage,1
Peindre un tableau,Manger équilibré,0
Jouer du violon,Improviser au piano,1
Jouer du piano,Improviser au piano,1
Installer une étagère,Nettoyer la maison,1
Bricoler un objet,Tailler les arbres,1
Ranger la maison,Arroser les plantes,1
Faire une tarte,Préparer une leçon,0
Improviser au piano,Planter des fleurs,0
Dessiner un portrait,Utiliser un scooter,0
Prendre des vitamines,Faire du stretching,1
Faire du stretching,Préparer une salade,0
Calculer ses dépenses,Négocier un prix,1
Marcher en ville,Conduire une trottinette,1
Investir en bourse,Rédiger un rapport,0
Faire de la maintenance,Jouer au volleyball,0
Acheter des vêtements,Comparer les prix,1
Installer un logiciel,Créer un algorithme,1
Utiliser un scooter,Jouer de la batterie,0
Passer un appel,Conduire un camion,0
Dormir suffisamment,Prendre l'avion,0
Créer un site web,Développer une application,1
Faire de la méditation,Faire griller de la viande,0
Passer un appel,Envoyer un email,1
Faire du tutorat,Expliquer un concept,1
Prendre un bus,Réparer un meuble,0
Faire du vélo,Animer un atelier,0
Organiser une formation,Tailler les arbres,0
Laver les vitres,Prendre l'avion,0
Installer un logiciel,Programmer en Python,1
Préparer une leçon,Cuire du riz,0
Gérer son budget,Calculer ses dépenses,1
Préparer un smoothie,Arroser les plantes,0
Préparer une soupe,Préparer une salade,1
Prendre l'air frais,Préparer une salade,0
Écrire un message,Négocier un contrat,1
Manger équilibré,Boire beaucoup d'eau,1
Pratiquer la boxe,Jouer au volleyball,1
Créer un site web,Configurer un réseau,1
Investir en bourse,Jouer de la guitare,0
Laver les vitres,Réparer un meuble,1
Faire un massage,Prendre soin de sa peau,1
Demander un crédit,Tester un programme,0
Conduire une trottinette,Faire une tarte,0
Boire beaucoup d'eau,Préparer une soupe,0
Éplucher des légumes,Retourner un produit,0
Jouer au volleyball,Faire de la musculation,1
Courir un marathon,Faire de la randonnée,1
Faire du stretching,Manger équilibré,1
Retourner un produit,Faire un massage,0
Jouer de la batterie,Composer une mélodie,1
Donner un cours,Faire une présentation,1
Acheter en ligne,Ouvrir un compte,1
Faire de la danse,Corriger des copies,0
Prendre la parole en public,Jouer au basketball,0
Épargner de l'argent,Donner des conseils,0
Jouer du violon,Chanter une chanson,1
Créer une œuvre,Faire de l'escalade,0
Passer un appel,Envoyer un email,1
Déployer une application,Sculpter une statue,0
Faire le ménage,Arroser les plantes,1
Épargner de l'argent,Faire du shopping,1
Acheter en ligne,Préparer une soupe,0
Préparer un dessert,Faire une tarte,1
Animer un atelier,Optimiser un système,0
Réparer une fuite,Préparer un gâteau,0
Animer une discussion,Préparer un gâteau,0
Aller chez le dentiste,Prendre l'air frais,1
Utiliser un scooter,Monitorer un système,0
Configurer un réseau,Installer un logiciel,1
Faire de la physiothérapie,Interviewer quelqu'un,0
Animer une discussion,Prendre la parole en public,0
Envoyer un email,Négocier un contrat,1
Ranger la maison,Faire une présentation,0
Demander un crédit,Retourner un produit,1
Faire ses comptes,Acheter en ligne,1
Cuisiner un rôti,Faire une tarte,1
Gérer le stress,Pratiquer la relaxation,1
Rédiger une lettre,Installer une étagère,0
Jouer au football,Gérer ses finances,0
Cuisiner des légumes,Faire de l'auto-stop,0
Faire du vélo,Courir un marathon,1
Donner un cours,Faire le ménage,0
Jouer au basketball,Courir un marathon,1
Automatiser une tâche,Acheter en ligne,0
Préparer un gâteau,Tondre la pelouse,0
Nettoyer la maison,Organiser un placard,1
Préparer un plat,Faire un massage,0
Présenter un projet,Animer une réunion,1
Éplucher des légumes,Gérer son budget,0
Conduire une moto,Faire une sauce,0
Développer une application,Présenter un projet,0
Épargner de l'argent,Réparer un ordinateur,0
Jouer au tennis,Épargner de l'argent,0
Ouvrir un compte,Faire du shopping,1
Cuire du riz,Acheter en ligne,0
Faire de la physiothérapie,Organiser un placard,0
Prendre soin de sa peau,Faire un massage,1
Faire de la méditation,Préparer un dessert,0
Conduire une trottinette,Donner des conseils,0
Faire un discours,Modérer un débat,1
Pratiquer la boxe,Faire de la danse,1
Préparer un plat,Faire cuire des pâtes,1
Enseigner une langue,Rédiger un rapport,0
Faire de l'auto-stop,Marcher en ville,1
Dormir suffisamment,Faire de la physiothérapie,1
Nettoyer la maison,Installer une étagère,1
Faire de l'auto-stop,Prendre un ferry,1
Préparer un smoothie,Faire de la physiothérapie,0
Nettoyer la maison,Modérer un débat,0
Faire de la maintenance,Préparer une leçon,0
Faire de la musculation,Prendre soin de sa peau,0
Faire de l'exercice,Gérer le stress,1
Écrire un message,Présenter un projet,1
Installer un logiciel,Réparer un ordinateur,1
Faire de la photographie,Ranger la maison,0
Faire une tarte,Éplucher des légumes,1
Prendre l'avion,Passer un appel,0
Rédiger un rapport,Sculpter une statue,0
Planter des fleurs,Composer une mélodie,0
Animer une réunion,Modérer un débat,1
Configurer un réseau,Créer une œuvre,0
Faire du ski,Faire du vélo,1
Faire le ménage,Envoyer un email,0
Faire de l'escalade,Faire du vélo,1
Superviser des élèves,Évaluer des étudiants,1
Gérer ses finances,Faire les courses,1
Acheter en ligne,Demander un crédit,1
Organiser une conférence,Prendre l'air frais,0
Préparer un examen,Enseigner une langue,1
Peindre un tableau,Créer un dessin,1
Jouer de la batterie,Dessiner un portrait,1
Prendre l'air frais,Faire un massage,1
Passer un appel,Prendre la parole en public,1
Ouvrir un compte,Réparer un ordinateur,0
Négocier un contrat,Rédiger un rapport,1
Utiliser un vélo électrique,Prendre l'avion,1
Créer une base de données,Programmer en Python,1
Analyser des données,Faire les courses,0
Animer une discussion,Composer une chanson,0
Faire les courses,Comparer les prix,1
Comparer les prix,Ouvrir un compte,1
Ouvrir un compte,Nager en piscine,0
Jouer au tennis,Faire de la physiothérapie,0
Pratiquer la boxe,Écrire un message,0
Prendre des vitamines,Dormir suffisamment,1
Installer une étagère,Réparer une fuite,1
Éplucher des légumes,Cuisiner des légumes,1
Faire un massage,Aller chez le dentiste,1
Organiser un placard,Jouer de la batterie,0
Conduire un tracteur,Prendre un ferry,1
Programmer en Python,Faire de la maintenance,1
Créer un cours,Préparer une leçon,1
Jouer de la batterie,Préparer un examen,0
Faire une sauce,Faire du shopping,0
Faire les courses,Nager en piscine,0
Utiliser un taxi,Utiliser un vélo électrique,1
Créer une œuvre,Animer un atelier,0
Animer une réunion,Négocier un contrat,1
Composer une mélodie,Organiser un placard,0
Faire un bilan de santé,Dessiner un portrait,0
Animer un atelier,Animer une discussion,1
Écrire une chanson,Dessiner un portrait,1
Réparer un ordinateur,Déployer une application,1
Sculpter une statue,Composer une chanson,1
Planter des fleurs,Arroser les plantes,1
Utiliser un taxi,Faire du jogging,0
Payer ses factures,Faire du ski,0
Acheter en ligne,Configurer un réseau,0
Utiliser un scooter,Créer un site web,0
Prendre le métro,Préparer un smoothie,0
Dormir suffisamment,Faire de l'exercice,1
Faire un massage,Jouer du violon,0
Tailler les arbres,Planter des fleurs,1
Planter des fleurs,Organiser une conférence,0
Faire le ménage,Calculer ses dépenses,0
Préparer un smoothie,Superviser des élèves,0
Faire du pain,Négocier un contrat,0
Prendre des vitamines,Superviser des élèves,0
Prendre le train,Utiliser un vélo électrique,1
Prendre des vitamines,Faire un massage,1
Faire de la musculation,Prendre le métro,0
Peindre à l'aquarelle,Arroser les plantes,0
Faire un discours,Rédiger un rapport,1
Faire de l'escalade,Jouer au tennis,1
Épargner de l'argent,Préparer un plat,0
Créer un dessin,Préparer un gâteau,0
Interviewer quelqu'un,Faire une présentation,0
Faire une sauce,Jouer de la batterie,0
Faire du stretching,Faire de la méditation,1
Éplucher des légumes,Préparer une soupe,1
Sécuriser un serveur,Consulter un médecin,0
Tondre la pelouse,Bricoler un objet,1
Réparer une fuite,Planter des fleurs,1
Négocier un contrat,Envoyer un email,1
Préparer une soupe,Faire du pain,1
Gérer son budget,Faire les courses,1
Composer une mélodie,Peindre à l'aquarelle,1
Nettoyer la maison,Bricoler un objet,1
Installer un logiciel,Faire de la musculation,0
Pratiquer le surf,Créer un cours,0
Courir un marathon,Faire du ski,1
Créer un cours,Superviser des élèves,1
Enseigner les mathématiques,Demander un crédit,0
Réparer un ordinateur,Donner un cours,0
Peindre un tableau,Créer un dessin,1
Donner un cours,Faire du vélo,0
Faire de la danse,Conduire une trottinette,0
Négocier un contrat,Cuisiner un rôti,0
Prendre l'air frais,Réparer une fuite,0
Créer une base de données,Configurer un réseau,1
Improviser au piano,Faire de la maintenance,0
Acheter en ligne,Tester un programme,0
Jouer au basketball,Pratiquer le surf,1
Faire une sauce,Faire griller de la viande,1
Prendre l'avion,Conduire une moto,1
Calculer ses dépenses,Retourner un produit,1
Consulter un médecin,Conduire une moto,0
Faire griller de la viande,Préparer un smoothie,1
Faire du stretching,Prendre l'avion,0
Écrire une chanson,Analyser des données,0
Jouer du piano,Planter des fleurs,0
Épargner de l'argent,Gérer son budget,1
Passer un appel,Organiser une formation,0
Nager en piscine,Jouer au football,1
Dormir suffisamment,Créer une œuvre,0
Jouer du piano,Corriger des copies,0
Déployer une application,Jouer de la guitare,0
Faire de la musculation,Faire de la randonnée,1
Acheter en ligne,Prendre un bus,0
Analyser des données,Automatiser une tâche,1
Pratiquer le yoga,Chanter une chanson,0
Marcher en ville,Faire une omelette,0
Peindre à l'aquarelle,Monitorer un système,0
Faire de la musculation,Courir un marathon,1
Animer une discussion,Faire une présentation,1
Jouer du violon,Créer une œuvre,1
Faire de la maintenance,Créer un site web,1
Faire une tarte,Préparer un gâteau,1
Jouer au tennis,Jouer au football,1
Préparer une salade,Laver les vitres,0
Superviser des élèves,Préparer un dessert,0
Utiliser un taxi,Évaluer des étudiants,0
Faire du stretching,Boire beaucoup d'eau,1
Faire du vélo,Faire de la randonnée,1
Composer une chanson,Jouer du piano,1
Composer une mélodie,Prendre l'air frais,0
Monitorer un système,Peindre un mur,0
Investir en bourse,Préparer un examen,0
Cuisiner un rôti,Prendre un ferry,0
Ranger la maison,Arroser les plantes,1
Cuisiner des légumes,Faire une sauce,1
Faire du tutorat,Animer un atelier,1
Éplucher des légumes,Faire griller de la viande,1
Faire de la maintenance,Dormir suffisamment,0
Arroser les plantes,Chanter une chanson,0
Préparer une leçon,Donner un cours,1
Donner un cours,Créer un cours,1
Arroser les plantes,Laver les vitres,1
Prendre le train,Prendre un bus,1
Réparer un ordinateur,Optimiser un système,1
Acheter des vêtements,Pratiquer le surf,0
Faire cuire des pâtes,Utiliser un scooter,0
Faire cuire des pâtes,Créer une base de données,0
Gérer ses finances,Jouer au tennis,0
Faire de l'exercice,Configurer un réseau,0
Créer une œuvre,Écrire une chanson,1
Conduire une moto,Conduire une trottinette,1
Composer une chanson,Dessiner un portrait,1
Faire du shopping,Gérer son budget,1
Faire un bilan de santé,Conduire un tracteur,0
Investir en bourse,Faire du stretching,0
Pratiquer la relaxation,Boire beaucoup d'eau,1
Chanter une chanson,Jouer de la batterie,1
Faire la vaisselle,Enseigner une langue,0
Utiliser un taxi,Prendre des vitamines,0
Prendre un ferry,Conduire un tracteur,1
Négocier un contrat,Manger équilibré,0
Organiser une formation,Créer un algorithme,0
Gérer le stress,Faire de la randonnée,0
Évaluer des étudiants,Faire un discours,0
Ouvrir un compte,Sécuriser un serveur,0
Faire un massage,Écrire une chanson,0
Jouer au football,Faire de l'escalade,1
Conduire une trottinette,Conduire un camion,1
Sécuriser un serveur,Monitorer un système,1
Préparer une salade,Faire de l'exercice,0
Prendre un ferry,Marcher en ville,1
Faire du vélo,Jouer au football,1
Donner des conseils,Expliquer un concept,1
Faire du jogging,Conduire un camion,0
Interviewer quelqu'un,Faire du networking,1
Dessiner un portrait,Composer une mélodie,1
Faire une tarte,Envoyer un email,0
Chanter une chanson,Sculpter une statue,1
Faire du tutorat,Organiser une formation,1
Jouer de la guitare,Créer une œuvre,1
Conduire une moto,Marcher en ville,1
Manger équilibré,Dormir suffisamment,1
Animer une réunion,Rédiger un rapport,1
Interviewer quelqu'un,Animer une discussion,0
Demander un crédit,Comparer les prix,1
Faire de la photographie,Jouer du violon,1
Arroser les plantes,Entretenir le jardin,1
Composer une chanson,Composer une mélodie,1
Tondre la pelouse,Préparer un gâteau,0
Chanter une chanson,Réparer un ordinateur,0
Jouer du piano,Investir en bourse,0
Jouer du violon,Écrire une chanson,1
Faire du stretching,Évaluer des étudiants,0
Faire du tutorat,Animer un atelier,1
Faire du stretching,Faire un bilan de santé,1
Boire beaucoup d'eau,Faire de la méditation,1
Aller chez le dentiste,Préparer un examen,0
Animer une réunion,Ouvrir un compte,0
Peindre à l'aquarelle,Jouer de la batterie,1
Pratiquer le surf,Nager en piscine,1
Faire du networking,Créer un algorithme,0
Négocier un prix,Jouer au football,0
Acheter des vêtements,Développer une application,0
Prendre l'avion,Faire une omelette,0
Faire cuire des pâtes,Préparer un dessert,1
Faire les courses,Courir un marathon,0
Utiliser un vélo électrique,Faire du jogging,0
Prendre la parole en public,Animer une réunion,1
Faire une sauce,Faire de la musculation,0
Optimiser un système,Faire du pain,0
Conduire un tracteur,Utiliser un vélo électrique,1
Jouer au basketball,Gérer son budget,0
Pratiquer la boxe,Nager en piscine,1
Prendre le métro,Utiliser un scooter,1
Superviser des élèves,Donner des conseils,1
Faire un bilan de santé,Faire le ménage,0
Évaluer des étudiants,Expliquer un concept,1
Configurer un réseau,Développer une application,1
Payer ses factures,Négocier un prix,1
Rédiger un rapport,Prendre le train,0
Demander un crédit,Envoyer un email,0
Jouer de la guitare,Faire de l'exercice,0
Faire du networking,Rédiger une lettre,1
Faire ses comptes,Faire un bilan de santé,0
Calculer ses dépenses,Créer un dessin,0
Faire du stretching,Faire de l'exercice,1
Utiliser un scooter,Prendre un bus,1
Faire du vélo,Organiser une formation,0
Dormir suffisamment,Manger équilibré,1
Calculer ses dépenses,Pratiquer le yoga,0
Installer une étagère,Utiliser un vélo électrique,0
Consulter un médecin,Prendre des vitamines,1
Entretenir le jardin,Prendre des vitamines,0
Gérer son budget,Négocier un prix,1
Bricoler un objet,Installer une étagère,1
Préparer une leçon,Expliquer un concept,1
Jouer au basketball,Jouer au tennis,1
Investir en bourse,Négocier un prix,1
Nager en piscine,Sécuriser un serveur,0
Rédiger une lettre,Interviewer quelqu'un,1
Comparer les prix,Payer ses factures,1
Modérer un débat,Dessiner un portrait,0
Dormir suffisamment,Rédiger un rapport,0
Faire un bilan de santé,Jouer du piano,0
Faire du ski,Jouer au football,1
Jouer au football,Faire de la photographie,0
Nettoyer la maison,Faire la vaisselle,1
Envoyer un email,Prendre la parole,1
Configurer un réseau,Développer une application,1
Conduire un camion,Prendre le métro,1
Entretenir le jardin,Passer un appel,0
Rédiger une lettre,Passer un appel,1
Composer une mélodie,Créer une œuvre,1
Faire de la photographie,Composer une chanson,1
Investir en bourse,Conduire un camion,0
Faire de la photographie,Peindre à l'aquarelle,1
Prendre le train,Préparer un gâteau,0
Faire une sauce,Faire un bilan de santé,0
Faire de l'escalade,Pratiquer le surf,1
Faire une présentation,Prendre un ferry,0
Faire un massage,Consulter un médecin,1
Faire un discours,Faire de la danse,0
Expliquer un concept,Préparer un examen,1
Épargner de l'argent,Gérer son budget,1
Payer ses factures,Ouvrir un compte,1
Dessiner un portrait,Jouer du violon,1
Boire beaucoup d'eau,Pratiquer la relaxation,1
Installer un logiciel,Créer une base de données,1
Faire du stretching,Cuisiner un rôti,0
Faire une présentation,Donner un cours,1
Pratiquer le surf,Faire de la musculation,1
Courir un marathon,Pratiquer le yoga,1
Cuire du riz,Créer un algorithme,0
Faire du stretching,Manger équilibré,1
Configurer un réseau,Utiliser un scooter,0
Faire cuire des pâtes,Jouer de la guitare,0
Configurer un réseau,Courir un marathon,0
Faire du vélo,Faire de la physiothérapie,0
Prendre l'air frais,Gérer ses finances,0
Conduire un camion,Peindre un tableau,0
Rédiger une lettre,Créer un cours,0
Animer une discussion,Enseigner les mathématiques,1
Composer une chanson,Dessiner un portrait,1
Préparer un plat,Faire une sauce,1
Faire du pain,Peindre un tableau,0
Faire cuire des pâtes,Faire le ménage,0
Éplucher des légumes,Calculer ses dépenses,0
Éplucher des légumes,Envoyer un email,0
Pratiquer le yoga,Faire une tarte,0
Automatiser une tâche,Installer un logiciel,1
Faire du shopping,Épargner de l'argent,1
Déployer une application,Créer une base de données,1
Préparer un dessert,Préparer un plat,1
Configurer un réseau,Cuisiner des légumes,0
Gérer son budget,Investir en bourse,1
Faire un bilan de santé,Manger équilibré,1
Prendre la parole,Jouer du piano,0
Prendre un ferry,Épargner de l'argent,0
Manger équilibré,Faire un bilan de santé,1
Automatiser une tâche,Faire la vaisselle,0
Cuisiner des légumes,Préparer une salade,1
Laver les vitres,Comparer les prix,0
Animer un atelier,Corriger des copies,1
Conduire une trottinette,Jouer du piano,0
Préparer un examen,Expliquer un concept,1
Écrire une chanson,Peindre à l'aquarelle,1
Faire les courses,Composer une mélodie,0
Sécuriser un serveur,Déployer une application,1
Demander un crédit,Faire un discours,0
Utiliser un taxi,Présenter un projet,0
Organiser un placard,Faire le ménage,1
Organiser une conférence,Passer un appel,1
Cuisiner un rôti,Cuire du riz,1
Faire un bilan de santé,Préparer une soupe,0
Faire du tutorat,Réparer un ordinateur,0
Manger équilibré,Dormir suffisamment,1
Sécuriser un serveur,Ranger la maison,0
Organiser une formation,Faire de la danse,0
Prendre un ferry,Peindre un tableau,0
Jouer du piano,Composer une chanson,1
Installer une étagère,Planter des fleurs,1
Marcher en ville,Faire de l'auto-stop,1
Bricoler un objet,Pratiquer la boxe,0
Épargner de l'argent,Ouvrir un compte,1
Faire de la photographie,Envoyer un email,0
Faire de l'exercice,Pratiquer la relaxation,1
Faire de l'escalade,Faire du vélo,0
Ranger la maison,Préparer un smoothie,0
Passer un appel,Préparer une leçon,0
Animer une discussion,Faire une tarte,0
Donner des conseils,Jouer au tennis,0
Utiliser un taxi,Marcher en ville,1
Pratiquer le surf,Faire de la musculation,1
Prendre le métro,Ranger la maison,0
Pratiquer le surf,Faire de la randonnée,1
Faire de l'auto-stop,Utiliser un taxi,1
Jouer du violon,Jouer du piano,1
Prendre un bus,Prendre un ferry,1
Faire un massage,Organiser une formation,0
Composer une chanson,Peindre à l'aquarelle,1
Optimiser un système,Jouer du piano,0
Cuisiner des légumes,Comparer les prix,0
Installer une étagère,Faire une tarte,0
Demander un crédit,Faire du shopping,1
Bricoler un objet,Faire le ménage,1
Faire la vaisselle,Laver les vitres,1
Cuisiner un rôti,Faire de la physiothérapie,0
Organiser une conférence,Négocier un contrat,1
Prendre l'avion,Retourner un produit,0
Organiser une formation,Chanter une chanson,0
Faire les courses,Faire du jogging,0
Faire un bilan de santé,Faire du pain,0
Préparer une leçon,Animer une discussion,1
Faire une omelette,Faire la vaisselle,0
Superviser des élèves,Enseigner les mathématiques,1
Préparer un plat,Pratiquer le yoga,0
Programmer en Python,Tester un programme,1
Installer une étagère,Tailler les arbres,1
Organiser un placard,Pratiquer le surf,0
Préparer un smoothie,Préparer un gâteau,1
Arroser les plantes,Animer une réunion,0
Prendre un bus,Conduire une voiture,1
Conduire un tracteur,Prendre le métro,1
Corriger des copies,Faire une présentation,1
Faire les courses,Conduire une trottinette,0
Réparer une fuite,Entretenir le jardin,1
Superviser des élèves,Conduire une voiture,0
Ouvrir un compte,Faire du shopping,1
Prendre un bus,Créer un dessin,0
Réparer un meuble,Développer une application,0
Consulter un médecin,Faire de la physiothérapie,1
Payer ses factures,Conduire un tracteur,0
Évaluer des étudiants,Faire une présentation,1
Prendre l'air frais,Prendre soin de sa peau,1
Cuisiner un rôti,Faire cuire des pâtes,1
Écrire une chanson,Présenter un projet,0
Courir un marathon,Faire de l'escalade,1
Faire de la randonnée,Faire du vélo,1
Faire du networking,Rédiger un rapport,1
Préparer un plat,Éplucher des légumes,1
Jouer au football,Faire du vélo,1
Animer un atelier,Prendre la parole,0
Installer une étagère,Nettoyer la maison,1
Donner des conseils,Faire une présentation,1
Modérer un débat,Jouer au football,0
Faire du vélo,Évaluer des étudiants,0
Composer une chanson,Pratiquer la relaxation,0
Faire de la physiothérapie,Faire de la danse,0
Enseigner les mathématiques,Créer un cours,1
Animer un atelier,Animer une discussion,1
Manger équilibré,Dormir suffisamment,1
Payer ses factures,Préparer une leçon,0
Utiliser un vélo électrique,Peindre à l'aquarelle,0
Prendre le train,Conduire un camion,1
Interviewer quelqu'un,Créer un site web,0
Préparer une soupe,Prendre le métro,0
Préparer un dessert,Cuisiner des légumes,1
Donner un cours,Superviser des élèves,1
Prendre soin de sa peau,Aller chez le dentiste,1
Envoyer un email,Prendre la parole en public,1
Arroser les plantes,Faire cuire des pâtes,0
Jouer de la guitare,Écrire une chanson,1
Peindre un mur,Arroser les plantes,1
Tondre la pelouse,Entretenir le jardin,1
Automatiser une tâche,Configurer un réseau,1
Faire de la physiothérapie,Dormir suffisamment,1
Prendre l'air frais,Dessiner un portrait,0
Faire ses comptes,Gérer son budget,1
Monitorer un système,Improviser au piano,0
Nager en piscine,Faire de l'escalade,1
Monitorer un système,Analyser des données,1
Faire de l'exercice,Jouer du violon,0
Préparer une salade,Ranger la maison,0
Préparer une leçon,Peindre un tableau,0
Composer une mélodie,Composer une chanson,1
Prendre soin de sa peau,Conduire une moto,0
Ranger la maison,Jouer de la guitare,0
Faire un bilan de santé,Faire de l'exercice,1
Organiser une conférence,Animer une réunion,1
Préparer une leçon,Évaluer des étudiants,1
Éplucher des légumes,Utiliser un scooter,0
Préparer une soupe,Gérer son budget,0
Ouvrir un compte,Prendre un ferry,0
Courir un marathon,Peindre à l'aquarelle,0
Préparer une soupe,Créer un cours,0
Faire de la méditation,Faire de la physiothérapie,1
Arroser les plantes,Réparer un meuble,1
Faire ses comptes,Faire une présentation,0
Faire une sauce,Aller chez le dentiste,0
Faire de la randonnée,Jouer au football,1
Conduire une trottinette,Installer un logiciel,0
Arroser les plantes,Faire les courses,0
Faire la vaisselle,Prendre des vitamines,0
Faire de l'auto-stop,Courir un marathon,0
Gérer son budget,Arroser les plantes,0
Prendre des vitamines,Préparer un plat,0
Faire une sauce,Préparer une soupe,1
Arroser les plantes,Analyser des données,0
Corriger des copies,Improviser au piano,0
Faire une tarte,Jouer de la batterie,0
Tailler les arbres,Réparer une fuite,1
Jouer du violon,Prendre un ferry,0
Pratiquer la relaxation,Pratiquer le surf,0
Faire un discours,Modérer un débat,1
Pratiquer le yoga,Faire de la musculation,1
Corriger des copies,Gérer le stress,0
Manger équilibré,Nettoyer la maison,0
Programmer en Python,Optimiser un système,1
Programmer en Python,Nager en piscine,0
Prendre la parole en public,Gérer ses finances,0
Jouer de la guitare,Faire de la danse,0
Prendre la parole,Animer une réunion,1
Manger équilibré,Gérer le stress,1
Déployer une application,Tester un programme,1
Faire du shopping,Ranger la maison,0
Négocier un prix,Gérer son budget,1
Interviewer quelqu'un,Prendre la parole en public,1
Faire une sauce,Préparer un gâteau,1
Utiliser un vélo électrique,Faire de l'auto-stop,1
Acheter des vêtements,Faire du shopping,1
Prendre un ferry,Faire de la photographie,0
Faire du stretching,Dormir suffisamment,1
Faire de la physiothérapie,Envoyer un email,0
Faire une présentation,Donner un cours,1
Conduire une voiture,Prendre l'air frais,0
Utiliser un taxi,Préparer un smoothie,0
Enseigner une langue,Donner un cours,1
Peindre à l'aquarelle,Pratiquer la boxe,0
Faire une présentation,Créer un cours,1
Organiser une conférence,Modérer un débat,1
Aller chez le dentiste,Prendre l'air frais,1
Nager en piscine,Faire du jogging,1
Dormir suffisamment,Faire de l'escalade,0
Rédiger un rapport,Composer une chanson,0
Sécuriser un serveur,Réparer un ordinateur,1
Faire du ski,Peindre un tableau,0
Donner un cours,Superviser des élèves,1
Prendre un ferry,Conduire une trottinette,1
Faire du jogging,Jouer au basketball,1
Créer une œuvre,Prendre un bus,0
Gérer son budget,Investir en bourse,1
Enseigner les mathématiques,Évaluer des étudiants,1
