text1,text2,label
Conduire une voiture,Conduire un camion,1
Donner des conseils,Évaluer des étudiants,1
Conduire un camion,Ouvrir un compte,0
Créer un algorithme,Programmer en Python,1
Conduire un tracteur,Improviser au piano,0
Prendre la parole en public,Modérer un débat,1
Corriger des copies,Faire une présentation,1
Gérer ses finances,Préparer un gâteau,0
Créer un algorithme,Sécuriser un serveur,1
Configurer un réseau,Analyser des données,1
Réparer un meuble,Bricoler un objet,1
Cuire du riz,Faire de la photographie,0
Analyser des données,Nettoyer la maison,0
Jouer du violon,Analyser des données,0
Dormir suffisamment,Consulter un médecin,1
Calculer ses dépenses,Gérer ses finances,1
Écrire une chanson,Jouer du piano,1
Conduire une voiture,Faire de la photographie,0
Jouer du violon,Jouer du piano,1
Créer une base de données,Nager en piscine,0
Acheter des vêtements,Dessiner un portrait,0
Boire beaucoup d'eau,Faire de l'escalade,0
Animer une réunion,Monitorer un système,0
Programmer en Python,Monitorer un système,1
Rédiger une lettre,Composer une mélodie,0
Donner des conseils,Tester un programme,0
Animer une discussion,Faire du jogging,0
Faire un bilan de santé,Faire de l'exercice,1
Pratiquer le surf,Prendre l'avion,0
Conduire une trottinette,Faire un discours,0
Jouer au tennis,Faire ses comptes,0
Faire de la méditation,Gérer le stress,1
Demander un crédit,Prendre l'avion,0
Installer une étagère,Boire beaucoup d'eau,0
Faire de l'exercice,Faire du vélo,0
Passer un appel,Utiliser un vélo électrique,0
Préparer un examen,Évaluer des étudiants,1
Jouer au tennis,Créer un cours,0
Faire du jogging,Nager en piscine,1
Faire de l'exercice,Évaluer des étudiants,0
Pratiquer la relaxation,Faire les courses,0
Faire de la maintenance,Monitorer un système,1
Planter des fleurs,Utiliser un taxi,0
Jouer au basketball,Jouer au volleyball,1
Cuire du riz,Évaluer des étudiants,0
Pratiquer le surf,Prendre le train,0
Boire beaucoup d'eau,Faire de la méditation,1
Jouer du violon,Installer une étagère,0
Peindre un tableau,Organiser un placard,0
Automatiser une tâche,Créer un algorithme,1
Superviser des élèves,Tester un programme,0
Faire de la randonnée,Pratiquer le yoga,1
Faire du jogging,Faire du shopping,0
Faire un discours,Organiser une conférence,1
Faire une omelette,Prendre le métro,0
Planter des fleurs,Réparer un meuble,1
Faire du ski,Arroser les plantes,0
Conduire un tracteur,Conduire une moto,1
Pratiquer le yoga,Présenter un projet,0
Écrire une chanson,Faire de la photographie,1
Organiser un placard,Faire du stretching,0
Automatiser une tâche,Composer une chanson,0
Préparer une salade,Faire griller de la viande,1
Prendre un ferry,Conduire une trottinette,1
Jouer au tennis,Faire de la danse,1
Créer un site web,Acheter des vêtements,0
Préparer une salade,Dessiner un portrait,0
Créer une base de données,Calculer ses dépenses,0
Dormir suffisamment,Pratiquer la relaxation,1
Cuire du riz,Préparer une soupe,1
Faire du jogging,Utiliser un scooter,0
Faire la vaisselle,Jouer de la batterie,0
Peindre un tableau,Ouvrir un compte,0
Organiser un placard,Faire la vaisselle,1
Faire de l'exercice,Faire de la physiothérapie,1
Conduire une voiture,Faire de l'exercice,0
Interviewer quelqu'un,Gérer ses finances,0
Éplucher des légumes,Faire cuire des pâtes,1
Jouer de la guitare,Improviser au piano,1
Faire du stretching,Faire de la physiothérapie,1
Analyser des données,Sécuriser un serveur,1
Jouer de la batterie,Demander un crédit,0
Faire une sauce,Cuisiner un rôti,1
Planter des fleurs,Faire le ménage,1
Faire le ménage,Nettoyer la maison,1
Préparer un gâteau,Jouer de la batterie,0
Donner des conseils,Préparer une leçon,1
Faire une omelette,Cuisiner un rôti,1
Installer un logiciel,Prendre le métro,0
Prendre la parole,Faire de la photographie,0
Gérer ses finances,Faire la vaisselle,0
Faire de la physiothérapie,Jouer du violon,0
Jouer au basketball,Faire de la photographie,0
Installer une étagère,Tailler les arbres,1
Faire de la photographie,Faire un discours,0
Faire du shopping,Préparer une salade,0
Installer une étagère,Tondre la pelouse,1
Demander un crédit,Épargner de l'argent,1
Pratiquer le yoga,Développer une application,0
Négocier un contrat,Composer une chanson,0
Faire une sauce,Faire griller de la viande,1
Installer un logiciel,Analyser des données,1
Développer une application,Cuire du riz,0
Peindre un tableau,Composer une chanson,1
Réparer un meuble,Planter des fleurs,1
Faire de l'escalade,Conduire une trottinette,0
Jouer au basketball,Pratiquer la relaxation,0
Installer une étagère,Automatiser une tâche,0
Faire de la physiothérapie,Faire de la méditation,1
Faire du shopping,Bricoler un objet,0
Faire de la physiothérapie,Jouer de la batterie,0
Demander un crédit,Acheter en ligne,1
Optimiser un système,Cuisiner un rôti,0
Préparer un examen,Jouer du piano,0
Faire du vélo,Préparer un gâteau,0
Animer une discussion,Faire une présentation,1
Jouer au volleyball,Faire de la photographie,0
Créer un site web,Analyser des données,1
Déployer une application,Créer une base de données,1
Peindre un mur,Réparer un meuble,1
Faire du stretching,Dessiner un portrait,0
Faire du shopping,Gérer son budget,1
Jouer au tennis,Réparer une fuite,0
Préparer un examen,Arroser les plantes,0
Conduire un tracteur,Conduire une voiture,1
Configurer un réseau,Jouer au tennis,0
Tester un programme,Faire ses comptes,0
Faire de la méditation,Réparer un meuble,0
Organiser une formation,Donner des conseils,1
Superviser des élèves,Préparer un dessert,0
Faire le ménage,Prendre l'avion,0
Chanter une chanson,Gérer le stress,0
Pratiquer le yoga,Jouer au volleyball,1
Rédiger une lettre,Faire du vélo,0
Écrire une chanson,Préparer un smoothie,0
Jouer du violon,Prendre le métro,0
Analyser des données,Créer une base de données,1
Programmer en Python,Développer une application,1
Faire de la physiothérapie,Gérer le stress,1
Prendre le train,Prendre le métro,1
Peindre un tableau,Prendre un bus,0
Jouer de la guitare,Donner un cours,0
Donner des conseils,Préparer une leçon,1
Jouer au volleyball,Faire de la randonnée,1
Modérer un débat,Créer un cours,0
Conduire un tracteur,Cuisiner un rôti,0
Faire du ski,Cuire du riz,0
Sculpter une statue,Donner des conseils,0
Jouer au basketball,Faire du vélo,1
Créer un dessin,Peindre un tableau,1
Corriger des copies,Expliquer un concept,1
Utiliser un vélo électrique,Préparer un plat,0
Peindre un tableau,Improviser au piano,1
Passer un appel,Bricoler un objet,0
Dormir suffisamment,Pratiquer la relaxation,1
Jouer au volleyball,Nager en piscine,1
Conduire un tracteur,Prendre l'avion,1
Faire les courses,Gérer ses finances,1
Jouer au volleyball,Cuisiner un rôti,0
Créer un dessin,Improviser au piano,1
Réparer un meuble,Tailler les arbres,1
Faire de la danse,Faire de la randonnée,1
Passer un appel,Rédiger une lettre,1
Conduire un camion,Préparer un smoothie,0
Prendre des vitamines,Animer un atelier,0
Envoyer un email,Faire un discours,1
Utiliser un vélo électrique,Éplucher des légumes,0
Prendre un ferry,Utiliser un taxi,1
Préparer un gâteau,Rédiger un rapport,0
Entretenir le jardin,Faire du networking,0
Faire une omelette,Cuire du riz,1
Écrire une chanson,Peindre à l'aquarelle,1
Donner des conseils,Animer une discussion,1
Prendre des vitamines,Gérer le stress,1
Préparer une soupe,Préparer un gâteau,1
Prendre des vitamines,Préparer un smoothie,0
Faire les courses,Négocier un prix,1
Conduire une voiture,Boire beaucoup d'eau,0
Créer un dessin,Chanter une chanson,1
Écrire une chanson,Faire de la photographie,1
Pratiquer le surf,Monitorer un système,0
Faire du ski,Chanter une chanson,0
Éplucher des légumes,Faire de l'exercice,0
Courir un marathon,Faire du ski,1
Conduire un camion,Jouer du violon,0
Faire du vélo,Pratiquer le yoga,1
Installer une étagère,Arroser les plantes,1
Consulter un médecin,Faire cuire des pâtes,0
Préparer une salade,Jouer au football,0
Réparer un meuble,Entretenir le jardin,1
Animer une réunion,Prendre la parole,1
Faire les courses,Conduire une voiture,0
Ranger la maison,Expliquer un concept,0
Créer une base de données,Dormir suffisamment,0
Faire de la randonnée,Optimiser un système,0
Peindre un tableau,Automatiser une tâche,0
Boire beaucoup d'eau,Faire un bilan de santé,1
Réparer un meuble,Arroser les plantes,1
Ranger la maison,Planter des fleurs,1
Passer un appel,Demander un crédit,0
Envoyer un email,Faire du vélo,0
Tester un programme,Tondre la pelouse,0
Faire de l'auto-stop,Créer un cours,0
Créer une base de données,Programmer en Python,1
Sécuriser un serveur,Programmer en Python,1
Présenter un projet,Gérer ses finances,0
Peindre un mur,Improviser au piano,0
Conduire une trottinette,Prendre un bus,1
Prendre le train,Courir un marathon,0
Planter des fleurs,Faire un massage,0
Créer une base de données,Créer un cours,0
Faire du ski,Pratiquer la boxe,1
Cuire du riz,Préparer une soupe,1
Faire du ski,Faire de la randonnée,1
Jouer du violon,Faire de la photographie,1
Utiliser un vélo électrique,Manger équilibré,0
Créer une base de données,Conduire une voiture,0
Développer une application,Créer un algorithme,1
Consulter un médecin,Faire un bilan de santé,1
Installer une étagère,Écrire un message,0
Préparer une salade,Pratiquer la relaxation,0
Animer une réunion,Interviewer quelqu'un,1
Préparer une soupe,Préparer un gâteau,1
Modérer un débat,Organiser une conférence,1
Organiser un placard,Payer ses factures,0
Aller chez le dentiste,Conduire une trottinette,0
Prendre un ferry,Faire du vélo,1
Installer un logiciel,Prendre des vitamines,0
Faire de la danse,Pratiquer la boxe,1
Chanter une chanson,Composer une chanson,1
Sécuriser un serveur,Créer un site web,1
Prendre un ferry,Faire cuire des pâtes,0
Créer une base de données,Peindre un mur,0
Faire du vélo,Pratiquer le yoga,1
Calculer ses dépenses,Demander un crédit,1
Faire du ski,Expliquer un concept,0
Écrire une chanson,Peindre un mur,0
Superviser des élèves,Sculpter une statue,0
Cuire du riz,Configurer un réseau,0
Faire de l'exercice,Faire le ménage,0
Optimiser un système,Installer un logiciel,1
Sculpter une statue,Faire une tarte,0
Utiliser un vélo électrique,Faire une omelette,0
Présenter un projet,Préparer une soupe,0
Prendre le train,Faire du pain,0
Conduire une voiture,Conduire un tracteur,1
Faire de la randonnée,Configurer un réseau,0
Entretenir le jardin,Organiser un placard,1
Créer un algorithme,Investir en bourse,0
Aller chez le dentiste,Faire de la méditation,1
Animer une réunion,Rédiger une lettre,1
Créer un site web,Créer une base de données,1
Réparer un meuble,Faire la vaisselle,1
Faire du stretching,Rédiger un rapport,0
Nager en piscine,Préparer un smoothie,0
Calculer ses dépenses,Retourner un produit,1
Faire de la méditation,Faire de la physiothérapie,1
Programmer en Python,Créer une base de données,1
Consulter un médecin,Négocier un contrat,0
Déployer une application,Faire de la maintenance,1
Créer un dessin,Faire du stretching,0
Chanter une chanson,Composer une mélodie,1
Nager en piscine,Faire de la musculation,1
Présenter un projet,Rédiger un rapport,1
Pratiquer le surf,Courir un marathon,1
Faire du shopping,Faire ses comptes,1
Entretenir le jardin,Épargner de l'argent,0
Faire de la physiothérapie,Enseigner les mathématiques,0
Automatiser une tâche,Composer une mélodie,0
Créer un site web,Analyser des données,1
Modérer un débat,Rédiger une lettre,1
Pratiquer le surf,Faire du networking,0
Sécuriser un serveur,Analyser des données,1
Chanter une chanson,Courir un marathon,0
Faire une sauce,Faire cuire des pâtes,1
Configurer un réseau,Créer une base de données,1
Demander un crédit,Gérer ses finances,1
Faire la vaisselle,Éplucher des légumes,0
Faire du vélo,Faire de l'escalade,1
Ranger la maison,Réparer un meuble,1
Faire du jogging,Faire du tutorat,0
Faire de l'auto-stop,Marcher en ville,1
Prendre des vitamines,Faire du stretching,1
Pratiquer la relaxation,Faire de l'exercice,1
Tester un programme,Sécuriser un serveur,1
Préparer une soupe,Faire cuire des pâtes,1
Préparer un examen,Animer un atelier,1
Interviewer quelqu'un,Acheter des vêtements,0
Conduire un camion,Corriger des copies,0
Déployer une application,Demander un crédit,0
Organiser une formation,Conduire une moto,0
Interviewer quelqu'un,Présenter un projet,1
Laver les vitres,Nettoyer la maison,1
Sécuriser un serveur,Créer une base de données,1
Planter des fleurs,Réparer une fuite,1
Installer un logiciel,Créer une œuvre,0
Courir un marathon,Pratiquer la boxe,1
Préparer un examen,Donner des conseils,1
Faire de la méditation,Préparer une leçon,0
Analyser des données,Faire du shopping,0
Rédiger une lettre,Organiser une conférence,1
Animer une discussion,Préparer une salade,0
Consulter un médecin,Faire de la méditation,1
Créer un site web,Faire griller de la viande,0
Faire griller de la viande,Ouvrir un compte,0
Faire de l'auto-stop,Évaluer des étudiants,0
Laver les vitres,Peindre un mur,1
Boire beaucoup d'eau,Négocier un contrat,0
Faire les courses,Tondre la pelouse,0
Jouer au tennis,Configurer un réseau,0
Animer une réunion,Faire de la randonnée,0
Courir un marathon,Automatiser une tâche,0
Faire de l'escalade,Préparer un plat,0
Analyser des données,Développer une application,1
Faire du vélo,Jouer au volleyball,1
Gérer ses finances,Faire de la photographie,0
Préparer un examen,Créer un cours,1
Cuire du riz,Préparer un plat,1
Organiser une formation,Écrire une chanson,0
Faire le ménage,Prendre soin de sa peau,0
Prendre l'air frais,Gérer le stress,1
Faire de la méditation,Composer une chanson,0
Rédiger une lettre,Faire du networking,1
Faire les courses,Faire du stretching,0
Boire beaucoup d'eau,Acheter des vêtements,0
Boire beaucoup d'eau,Faire de la méditation,1
Acheter des vêtements,Demander un crédit,1
Calculer ses dépenses,Payer ses factures,1
Conduire une trottinette,Donner des conseils,0
Planter des fleurs,Cuisiner un rôti,0
Ranger la maison,Bricoler un objet,1
Jouer du violon,Créer une œuvre,1
Passer un appel,Ouvrir un compte,0
Faire une omelette,Faire une sauce,1
Demander un crédit,Prendre le train,0
Entretenir le jardin,Bricoler un objet,1
Organiser un placard,Expliquer un concept,0
Animer une réunion,Aller chez le dentiste,0
Préparer une soupe,Faire griller de la viande,1
Jouer de la guitare,Peindre à l'aquarelle,1
Prendre des vitamines,Pratiquer la boxe,0
Faire de la méditation,Manger équilibré,1
Passer un appel,Faire le ménage,0
Créer un dessin,Peindre à l'aquarelle,1
Éplucher des légumes,Faire cuire des pâtes,1
Aller chez le dentiste,Dormir suffisamment,1
Faire la vaisselle,Conduire un tracteur,0
Configurer un réseau,Programmer en Python,1
Prendre la parole en public,Prendre la parole,1
Jouer de la guitare,Jouer du piano,1
Dormir suffisamment,Prendre l'air frais,1
Composer une mélodie,Improviser au piano,1
Préparer une salade,Peindre un mur,0
Jouer de la batterie,Acheter en ligne,0
Jouer de la guitare,Faire une sauce,0
Faire de l'escalade,Chanter une chanson,0
Prendre l'air frais,Faire un bilan de santé,1
Éplucher des légumes,Préparer un plat,1
Préparer une salade,Préparer un examen,0
Prendre la parole en public,Envoyer un email,1
Prendre la parole,Créer un site web,0
Envoyer un email,Payer ses factures,0
Faire de la photographie,Rédiger une lettre,0
Faire de la photographie,Prendre des vitamines,0
Jouer de la batterie,Jouer de la guitare,1
Prendre la parole,Utiliser un vélo électrique,0
Calculer ses dépenses,Jouer au volleyball,0
Corriger des copies,Superviser des élèves,1
Préparer un gâteau,Préparer un smoothie,1
Négocier un contrat,Modérer un débat,1
Automatiser une tâche,Programmer en Python,1
Consulter un médecin,Planter des fleurs,0
Faire de la maintenance,Prendre l'air frais,0
Préparer une salade,Faire une sauce,1
Prendre la parole,Prendre la parole en public,1
Ranger la maison,Faire un discours,0
Prendre la parole en public,Écrire un message,1
Interviewer quelqu'un,Écrire un message,1
Prendre la parole en public,Faire du vélo,0
Faire de l'auto-stop,Conduire un tracteur,1
Faire un discours,Automatiser une tâche,0
Ranger la maison,Tailler les arbres,1
Nager en piscine,Jouer au tennis,1
Faire du ski,Cuire du riz,0
Ranger la maison,Nettoyer la maison,1
Faire du vélo,Pratiquer le yoga,1
Animer une réunion,Enseigner les mathématiques,0
Organiser un placard,Enseigner les mathématiques,0
Organiser un placard,Prendre la parole,0
Optimiser un système,Donner des conseils,0
Corriger des copies,Faire du tutorat,1
Courir un marathon,Pratiquer le yoga,1
Rédiger une lettre,Composer une chanson,0
Faire les courses,Investir en bourse,1
Modérer un débat,Faire de la randonnée,0
Faire un bilan de santé,Faire un massage,1
Planter des fleurs,Déployer une application,0
Préparer un gâteau,Faire un massage,0
Faire un discours,Modérer un débat,1
Dormir suffisamment,Réparer une fuite,0
Rédiger une lettre,Gérer le stress,0
Pratiquer le yoga,Faire de la randonnée,1
Optimiser un système,Faire du ski,0
Peindre un mur,Planter des fleurs,1
Prendre des vitamines,Prendre l'air frais,1
Organiser un placard,Animer une discussion,0
Conduire un camion,Faire de la musculation,0
Jouer de la batterie,Créer une œuvre,1
Faire du shopping,Boire beaucoup d'eau,0
Cuire du riz,Jouer du piano,0
Superviser des élèves,Faire de la photographie,0
Nager en piscine,Courir un marathon,1
Faire de la photographie,Expliquer un concept,0
Passer un appel,Présenter un projet,1
Préparer une soupe,Cuire du riz,1
Présenter un projet,Réparer un ordinateur,0
Conduire un tracteur,Utiliser un scooter,1
Préparer un gâteau,Conduire une trottinette,0
Faire une sauce,Préparer un smoothie,1
Passer un appel,Négocier un contrat,1
Prendre des vitamines,Faire du jogging,0
Rédiger une lettre,Rédiger un rapport,1
Gérer ses finances,Demander un crédit,1
Donner des conseils,Superviser des élèves,1
Pratiquer le surf,Faire de la randonnée,1
Faire du vélo,Pratiquer la boxe,1
Envoyer un email,Faire du networking,1
Faire le ménage,Installer une étagère,1
Faire du ski,Pratiquer le surf,1
Demander un crédit,Gérer son budget,1
Faire le ménage,Créer un site web,0
Réparer un meuble,Faire de la danse,0
Programmer en Python,Créer un site web,1
Courir un marathon,Ranger la maison,0
Courir un marathon,Pratiquer le yoga,1
Faire un discours,Créer un dessin,0
Écrire une chanson,Jouer de la guitare,1
Faire une omelette,Prendre un ferry,0
Faire le ménage,Chanter une chanson,0
Préparer un gâteau,Animer une discussion,0
Expliquer un concept,Créer un cours,1
Envoyer un email,Laver les vitres,0
Pratiquer le yoga,Faire de la musculation,1
Prendre la parole en public,Faire le ménage,0
Passer un appel,Faire de la maintenance,0
Courir un marathon,Jouer au tennis,1
Faire de la maintenance,Épargner de l'argent,0
Faire du shopping,Payer ses factures,1
Faire de l'escalade,Préparer une salade,0
Créer un site web,Créer une base de données,1
Pratiquer la relaxation,Passer un appel,0
Créer un site web,Préparer un plat,0
Faire de la méditation,Acheter en ligne,0
Consulter un médecin,Rédiger une lettre,0
Prendre la parole,Animer une réunion,1
Jouer au volleyball,Prendre la parole,0
Créer un site web,Conduire un tracteur,0
Interviewer quelqu'un,Écrire un message,1
Faire une omelette,Épargner de l'argent,0
Faire une sauce,Rédiger une lettre,0
Préparer un gâteau,Cuisiner un rôti,1
Faire la vaisselle,Tondre la pelouse,1
Faire de l'auto-stop,Utiliser un scooter,1
Réparer un meuble,Pratiquer le yoga,0
Dormir suffisamment,Prendre soin de sa peau,1
Faire la vaisselle,Évaluer des étudiants,0
Prendre l'air frais,Boire beaucoup d'eau,1
Superviser des élèves,Animer un atelier,1
Écrire une chanson,Faire de la méditation,0
Superviser des élèves,Faire une présentation,1
Pratiquer la relaxation,Prendre des vitamines,1
Conduire une trottinette,Faire ses comptes,0
Acheter des vêtements,Acheter en ligne,1
Installer une étagère,Laver les vitres,1
Jouer du violon,Programmer en Python,0
Tester un programme,Déployer une application,1
Prendre l'air frais,Gérer le stress,1
Programmer en Python,Analyser des données,1
Prendre un ferry,Conduire une moto,1
Consulter un médecin,Faire un bilan de santé,1
Faire du ski,Comparer les prix,0
Gérer ses finances,Faire de la randonnée,0
Déployer une application,Configurer un réseau,1
Faire de la physiothérapie,Pratiquer la boxe,0
Prendre des vitamines,Consulter un médecin,1
Faire de l'exercice,Manger équilibré,1
Faire griller de la viande,Faire de l'exercice,0
Jouer du violon,Jouer de la batterie,1
Faire de la randonnée,Faire de l'escalade,1
Corriger des copies,Expliquer un concept,1
Prendre le train,Faire de l'auto-stop,1
Faire la vaisselle,Faire une omelette,0
Planter des fleurs,Ranger la maison,1
Entretenir le jardin,Faire la vaisselle,1
Créer un dessin,Jouer du piano,1
Acheter des vêtements,Faire du shopping,1
Prendre le train,Utiliser un taxi,1
Faire griller de la viande,Présenter un projet,0
Planter des fleurs,Développer une application,0
Pratiquer le surf,Jouer au football,1
Faire de la danse,Faire une tarte,0
Faire griller de la viande,Préparer un smoothie,1
Conduire un tracteur,Marcher en ville,1
Déployer une application,Créer un algorithme,1
Faire du stretching,Consulter un médecin,1
Superviser des élèves,Jouer de la batterie,0
Créer un site web,Créer un algorithme,1
Expliquer un concept,Prendre un bus,0
Consulter un médecin,Prendre des vitamines,1
Présenter un projet,Donner des conseils,0
Faire le ménage,Prendre l'air frais,0
Développer une application,Tailler les arbres,0
Expliquer un concept,Nettoyer la maison,0
Tester un programme,Courir un marathon,0
Entretenir le jardin,Faire de la musculation,0
Faire les courses,Réparer un ordinateur,0
Organiser une formation,Créer un site web,0
Préparer une soupe,Faire du pain,1
Déployer une application,Analyser des données,1
Aller chez le dentiste,Prendre le métro,0
Faire du ski,Pratiquer le yoga,1
Peindre un mur,Réparer une fuite,1
Faire de la maintenance,Faire de l'auto-stop,0
Faire de l'exercice,Peindre à l'aquarelle,0
Organiser une formation,Donner un cours,1
Déployer une application,Animer une réunion,0
Faire de la randonnée,Retourner un produit,0
Réparer un meuble,Laver les vitres,1
Peindre un mur,Réparer une fuite,1
Prendre le train,Dessiner un portrait,0
Installer un logiciel,Créer un site web,1
Installer un logiciel,Gérer ses finances,0
Créer un algorithme,Configurer un réseau,1
Ranger la maison,Gérer son budget,0
Faire de l'auto-stop,Utiliser un vélo électrique,1
Superviser des élèves,Arroser les plantes,0
Entretenir le jardin,Faire une présentation,0
Jouer au volleyball,Courir un marathon,1
Faire de la photographie,Chanter une chanson,1
Pratiquer le yoga,Faire du ski,1
Déployer une application,Programmer en Python,1
Programmer en Python,Déployer une application,1
Gérer ses finances,Calculer ses dépenses,1
Créer un site web,Déployer une application,1
Gérer ses finances,Calculer ses dépenses,1
Nager en piscine,Faire de la randonnée,1
Calculer ses dépenses,Pratiquer la boxe,0
Préparer une salade,Faire une tarte,1
Pratiquer la relaxation,Éplucher des légumes,0
Préparer une soupe,Manger équilibré,0
Créer un dessin,Sculpter une statue,1
Faire du shopping,Négocier un prix,1
Faire le ménage,Faire du tutorat,0
Négocier un contrat,Bricoler un objet,0
Prendre soin de sa peau,Faire de la physiothérapie,1
Préparer une soupe,Faire cuire des pâtes,1
Modérer un débat,Pratiquer la relaxation,0
Analyser des données,Animer une discussion,0
Conduire une trottinette,Conduire une moto,1
Prendre le train,Composer une mélodie,0
Prendre la parole en public,Corriger des copies,0
Faire du ski,Faire de la danse,1
Interviewer quelqu'un,Faire une tarte,0
Prendre la parole en public,Gérer son budget,0
Tester un programme,Conduire une moto,0
Préparer une soupe,Jouer de la batterie,0
Conduire une voiture,Prendre un bus,1
Consulter un médecin,Faire de la physiothérapie,1
Tester un programme,Organiser une formation,0
Faire un bilan de santé,Dormir suffisamment,1
Faire de la photographie,Faire du networking,0
Faire les courses,Jouer au basketball,0
Faire de la photographie,Improviser au piano,1
Faire du vélo,Animer une discussion,0
Faire la vaisselle,Laver les vitres,1
Gérer ses finances,Négocier un prix,1
Conduire une trottinette,Interviewer quelqu'un,0
Gérer ses finances,Payer ses factures,1
Faire du jogging,Faire du vélo,1
Prendre la parole,Organiser un placard,0
Faire de la maintenance,Déployer une application,1
Conduire une trottinette,Faire du vélo,1
Jouer de la guitare,Peindre un tableau,1
Utiliser un vélo électrique,Jouer au basketball,0
Faire du ski,Planter des fleurs,0
Faire du vélo,Faire ses comptes,0
Développer une application,Négocier un prix,0
Faire de la photographie,Prendre la parole,0
Utiliser un vélo électrique,Faire de l'auto-stop,1
Chanter une chanson,Sculpter une statue,1
Faire de l'exercice,Consulter un médecin,1
Peindre un tableau,Dessiner un portrait,1
Ranger la maison,Arroser les plantes,1
Préparer un examen,Modérer un débat,0
Peindre un tableau,Faire une présentation,0
Réparer un meuble,Dessiner un portrait,0
Peindre un tableau,Composer une chanson,1
Installer un logiciel,Faire de la maintenance,1
Écrire une chanson,Faire le ménage,0
Donner des conseils,Programmer en Python,0
Préparer un examen,Gérer ses finances,0
Automatiser une tâche,Développer une application,1
Calculer ses dépenses,Ouvrir un compte,1
Courir un marathon,Gérer ses finances,0
Prendre un ferry,Faire du vélo,1
Prendre la parole,Calculer ses dépenses,0
Boire beaucoup d'eau,Donner des conseils,0
Prendre le train,Utiliser un vélo électrique,1
Corriger des copies,Conduire une trottinette,0
Interviewer quelqu'un,Envoyer un email,1
Expliquer un concept,Monitorer un système,0
Dormir suffisamment,Interviewer quelqu'un,0
Installer une étagère,Réparer un meuble,1
Faire la vaisselle,Entretenir le jardin,1
Faire les courses,Réparer un meuble,0
Gérer ses finances,Préparer une salade,0
Faire de l'exercice,Faire une sauce,0
Faire du ski,Faire de l'escalade,1
Pratiquer le surf,Pratiquer le yoga,1
Organiser un placard,Réparer un meuble,1
Superviser des élèves,Préparer un examen,1
Faire de l'auto-stop,Jouer du piano,0
Courir un marathon,Faire de la randonnée,1
Installer une étagère,Ranger la maison,1
Faire de la danse,Consulter un médecin,0
Prendre la parole en public,Présenter un projet,1
Faire la vaisselle,Animer une réunion,0
Peindre un tableau,Jouer de la guitare,1
Créer un site web,Déployer une application,1
Faire de la maintenance,Tester un programme,1
Superviser des élèves,Ouvrir un compte,0
Créer une base de données,Créer un algorithme,1
Acheter des vêtements,Investir en bourse,1
Présenter un projet,Donner un cours,0
Faire les courses,Épargner de l'argent,1
Jouer au tennis,Faire du ski,1
Aller chez le dentiste,Sécuriser un serveur,0
Installer un logiciel,Prendre des vitamines,0
Conduire un camion,Marcher en ville,1
Faire de la danse,Jouer au tennis,1
Modérer un débat,Organiser une conférence,1
Interviewer quelqu'un,Présenter un projet,1
Prendre des vitamines,Prendre l'air frais,1
Ranger la maison,Faire la vaisselle,1
Conduire un camion,Créer un cours,0
Analyser des données,Créer une base de données,1
Conduire une voiture,Dormir suffisamment,0
Négocier un contrat,Pratiquer le yoga,0
Faire du jogging,Automatiser une tâche,0
Préparer un gâteau,Faire une tarte,1
Programmer en Python,Réparer un ordinateur,1
Jouer de la batterie,Faire du shopping,0
Préparer une soupe,Préparer un plat,1
Laver les vitres,Composer une mélodie,0
Créer un site web,Faire du ski,0
Faire du stretching,Boire beaucoup d'eau,1
Faire les courses,Demander un crédit,1
Faire de la physiothérapie,Consulter un médecin,1
Cuire du riz,Peindre un mur,0
Dormir suffisamment,Sculpter une statue,0
Prendre des vitamines,Gérer ses finances,0
Préparer un gâteau,Réparer un ordinateur,0
Tester un programme,Monitorer un système,1
Pratiquer le yoga,Courir un marathon,1
Courir un marathon,Faire du jogging,1
Prendre soin de sa peau,Enseigner les mathématiques,0
Créer un algorithme,Automatiser une tâche,1
Déployer une application,Faire de la maintenance,1
Développer une application,Faire de la maintenance,1
Laver les vitres,Faire de la maintenance,0
Aller chez le dentiste,Faire de la danse,0
Faire de la maintenance,Préparer un smoothie,0
Jouer au tennis,Écrire un message,0
Jouer au tennis,Faire de la musculation,1
Interviewer quelqu'un,Négocier un contrat,1
Jouer au basketball,Jouer de la guitare,0
Ranger la maison,Prendre un bus,0
Automatiser une tâche,Créer un site web,1
Envoyer un email,Rédiger une lettre,1
Chanter une chanson,Jouer du piano,1
Faire un bilan de santé,Prendre des vitamines,1
Sculpter une statue,Jouer de la guitare,1
Animer une discussion,Installer une étagère,0
Corriger des copies,Faire du tutorat,1
Préparer un examen,Préparer une leçon,1
Faire du shopping,Faire un bilan de santé,0
Pratiquer la relaxation,Manger équilibré,1
Automatiser une tâche,Tester un programme,1
Négocier un contrat,Interviewer quelqu'un,1
Faire du ski,Pratiquer le yoga,1
Faire de la randonnée,Présenter un projet,0
Faire de la physiothérapie,Modérer un débat,0
Conduire une voiture,Investir en bourse,0
Déployer une application,Nettoyer la maison,0
Développer une application,Analyser des données,1
Créer un dessin,Sculpter une statue,1
Envoyer un email,Interviewer quelqu'un,1
Créer un dessin,Sculpter une statue,1
Laver les vitres,Acheter en ligne,0
Éplucher des légumes,Préparer une salade,1
Prendre un ferry,Faire une omelette,0
Animer une réunion,Faire une omelette,0
