text1,text2,label
Analyser une œuvre d’art,Étudier les mathématiques,0
Utiliser une perceuse,Configurer un nouveau smartphone,0
Cuisiner un curry indien,Faire des macarons,1
Comment fonctionne ChatGPT,Faire un road trip aux USA,0
Apprendre le japonais,Préparer un exposé,1
Préparer une tarte aux pommes,Apprendre le japonais,0
Suivre un programme de musculation,Faire des pompes,1
Consulter un nutritionniste,Réparer une fuite d’eau,0
Cuisiner un curry indien,Coder un site web en HTML,0
Comment fonctionne ChatGPT,Configurer un nouveau smartphone,1
Lire un roman policier,Visiter le Louvre,1
Faire des pompes,Assembler un meuble en kit,0
Découvrir la Thaïlande,Faire un road trip aux USA,1
Configurer un nouveau smartphone,Faire un gâteau au chocolat,0
Assembler un meuble en kit,Installer une étagère murale,1
Coder un site web en HTML,Programmer une IA,1
Faire un footing matinal,Partir en croisière,0
Faire des pompes,Faire un footing matinal,1
Faire des pompes,Découvrir la Thaïlande,0
Comment fonctionne ChatGPT,Installer un antivirus,1
Réviser pour le bac,Configurer un nouveau smartphone,0
Marcher 10 000 pas par jour,Coder un site web en HTML,0
Cuisiner un curry indien,Coder un site web en HTML,0
Analyser une œuvre d’art,Préparer une tarte aux pommes,0
Comment fonctionne ChatGPT,Programmer une IA,1
Faire une cure de vitamine D,Faire des pompes,0
Programmer une IA,Coder un site web en HTML,1
Écrire un poème,Aller à un concert de jazz,1
Aller à un concert de jazz,Apprendre le japonais,0
Écrire un poème,Lire un roman policier,1
Découvrir la Thaïlande,Réviser pour le bac,0
Suivre une formation en ligne,Réviser pour le bac,1
Changer une ampoule,Réparer une fuite d’eau,1
Programmer une IA,Configurer un nouveau smartphone,1
Écrire un poème,Faire un check-up annuel,0
Préparer une tarte aux pommes,Cuisiner un curry indien,1
Faire un footing matinal,Faire un check-up annuel,0
Analyser une œuvre d’art,Visiter le Louvre,1
Étudier les mathématiques,Réviser pour le bac,1
Programmer une IA,Utiliser une perceuse,0
Cuisiner un curry indien,Lire un roman policier,0
Faire un check-up annuel,Installer un antivirus,0
Faire une cure de vitamine D,Faire un check-up annuel,1
Programmer une IA,Installer un antivirus,1
Coder un site web en HTML,Lire un roman policier,0
Explorer les temples d’Angkor,Découvrir la Thaïlande,1
Faire un gâteau au chocolat,Faire des macarons,1
Faire du yoga tous les matins,Suivre un programme de musculation,1
Installer un antivirus,Coder un site web en HTML,1
Faire des pompes,Aller à un concert de jazz,0
Étudier les mathématiques,Réviser pour le bac,1
Installer un antivirus,Griller un steak parfaitement,0
Lire un roman policier,Faire un road trip aux USA,0
Suivre une formation en ligne,Partir en croisière,0
Faire une cure de vitamine D,Préparer une tarte aux pommes,0
Installer une étagère murale,Réparer une fuite d’eau,1
Explorer les temples d’Angkor,Assembler un meuble en kit,0
Installer un antivirus,Comment fonctionne ChatGPT,1
Changer une ampoule,Réviser pour le bac,0
Préparer une tarte aux pommes,Lire un roman policier,0
Faire un check-up annuel,Apprendre le japonais,0
Suivre une formation en ligne,Faire une cure de vitamine D,0
Faire des macarons,Faire un gâteau au chocolat,1
Explorer les temples d’Angkor,Coder un site web en HTML,0
Installer une étagère murale,Assembler un meuble en kit,1
Écrire un poème,Aller à un concert de jazz,1
Comment fonctionne ChatGPT,Suivre une formation en ligne,0
Préparer une tarte aux pommes,Faire des pompes,0
Griller un steak parfaitement,Consulter un nutritionniste,0
Faire un footing matinal,Faire des pompes,1
Apprendre le japonais,Manger équilibré chaque jour,0
Faire des macarons,Faire une cure de vitamine D,0
Manger équilibré chaque jour,Faire un check-up annuel,1
Changer une ampoule,Utiliser une perceuse,1
Marcher 10 000 pas par jour,Manger équilibré chaque jour,1
Faire du yoga tous les matins,Faire des pompes,1
Changer une ampoule,Réparer une fuite d’eau,1
Faire des pompes,Assembler un meuble en kit,0
Faire du yoga tous les matins,Faire un footing matinal,1
Installer une étagère murale,Changer une ampoule,1
Réviser pour le bac,Faire une cure de vitamine D,0
Apprendre le japonais,Réviser pour le bac,1
Écrire un poème,Aller à un concert de jazz,1
Analyser une œuvre d’art,Faire un footing matinal,0
Consulter un nutritionniste,Faire une cure de vitamine D,1
Faire une cure de vitamine D,Visiter les pyramides d’Égypte,0
Utiliser une perceuse,Installer une étagère murale,1
Réviser pour le bac,Étudier les mathématiques,1
Réparer une fuite d’eau,Aller à un concert de jazz,0
Écrire un poème,Aller à un concert de jazz,1
Suivre un programme de musculation,Visiter le Louvre,0
Programmer une IA,Analyser une œuvre d’art,0
Faire un gâteau au chocolat,Griller un steak parfaitement,1
Apprendre le japonais,Étudier les mathématiques,1
Découvrir la Thaïlande,Explorer les temples d’Angkor,1
Suivre une formation en ligne,Réviser pour le bac,1
Configurer un nouveau smartphone,Visiter les pyramides d’Égypte,0
Partir en croisière,Faire un road trip aux USA,1
Marcher 10 000 pas par jour,Suivre un programme de musculation,0
Visiter le Louvre,Visiter les pyramides d’Égypte,0
Apprendre le japonais,Analyser une œuvre d’art,0
Analyser une œuvre d’art,Préparer un exposé,0
Programmer une IA,Comment fonctionne ChatGPT,1
Analyser une œuvre d’art,Découvrir la Thaïlande,0
Étudier les mathématiques,Apprendre le japonais,1
Faire une cure de vitamine D,Découvrir la Thaïlande,0
Faire un footing matinal,Programmer une IA,0
Suivre une formation en ligne,S'entraîner à la salle,0
Suivre une formation en ligne,Installer une étagère murale,0
Utiliser une perceuse,Assembler un meuble en kit,1
Assembler un meuble en kit,Réparer une fuite d’eau,1
Programmer une IA,Configurer un nouveau smartphone,1
Analyser une œuvre d’art,Configurer un nouveau smartphone,0
Faire des pompes,Suivre un programme de musculation,1
Faire des pompes,Installer un antivirus,0
Cuisiner un curry indien,Réparer une fuite d’eau,0
Changer une ampoule,Visiter le Louvre,0
S'entraîner à la salle,Écrire un poème,0
Faire du yoga tous les matins,Explorer les temples d’Angkor,0
Faire des pompes,Faire un footing matinal,1
Changer une ampoule,Installer une étagère murale,1
Faire un footing matinal,Faire du yoga tous les matins,1
Réparer une fuite d’eau,Utiliser une perceuse,1
Marcher 10 000 pas par jour,Manger équilibré chaque jour,1
Lire un roman policier,Coder un site web en HTML,0
Visiter le Louvre,Lire un roman policier,1
Cuisiner un curry indien,Faire un gâteau au chocolat,1
Assembler un meuble en kit,Utiliser une perceuse,1
Visiter les pyramides d’Égypte,Faire des macarons,0
Préparer une tarte aux pommes,Faire un gâteau au chocolat,1
Analyser une œuvre d’art,Écrire un poème,1
Aller à un concert de jazz,Lire un roman policier,1
Préparer un exposé,Faire un check-up annuel,0
Préparer une tarte aux pommes,Faire des macarons,1
Préparer un exposé,Étudier les mathématiques,1
Griller un steak parfaitement,Cuisiner un curry indien,1
Faire un gâteau au chocolat,Suivre un programme de musculation,0
Changer une ampoule,Utiliser une perceuse,1
Configurer un nouveau smartphone,Installer un antivirus,1
Configurer un nouveau smartphone,Comment fonctionne ChatGPT,1
Faire un footing matinal,Lire un roman policier,0
Réparer une fuite d’eau,Changer une ampoule,1
Installer un antivirus,Apprendre le japonais,0
Comment fonctionne ChatGPT,Faire un check-up annuel,0
Aller à un concert de jazz,Coder un site web en HTML,0
Marcher 10 000 pas par jour,Changer une ampoule,0
Comment fonctionne ChatGPT,Coder un site web en HTML,1
Coder un site web en HTML,Griller un steak parfaitement,0
Visiter le Louvre,Assembler un meuble en kit,0
Lire un roman policier,Écrire un poème,1
Faire des pompes,Changer une ampoule,0
Écrire un poème,Analyser une œuvre d’art,1
Marcher 10 000 pas par jour,Faire un gâteau au chocolat,0
Apprendre le japonais,Faire des macarons,0
Programmer une IA,Faire un footing matinal,0
Étudier les mathématiques,Réviser pour le bac,1
Griller un steak parfaitement,Cuisiner un curry indien,1
Installer une étagère murale,Manger équilibré chaque jour,0
Changer une ampoule,Consulter un nutritionniste,0
Faire un footing matinal,Changer une ampoule,0
Suivre une formation en ligne,Faire un footing matinal,0
Cuisiner un curry indien,Apprendre le japonais,0
Faire des macarons,Installer un antivirus,0
Faire du yoga tous les matins,Suivre un programme de musculation,1
Suivre une formation en ligne,Comment fonctionne ChatGPT,0
Lire un roman policier,Écrire un poème,1
Griller un steak parfaitement,Faire un gâteau au chocolat,1
Changer une ampoule,Réparer une fuite d’eau,1
Installer une étagère murale,Coder un site web en HTML,0
Manger équilibré chaque jour,Aller à un concert de jazz,0
Configurer un nouveau smartphone,Cuisiner un curry indien,0
Faire un footing matinal,S'entraîner à la salle,1
Faire des pompes,S'entraîner à la salle,1
Faire des macarons,S'entraîner à la salle,0
Faire un footing matinal,S'entraîner à la salle,1
Marcher 10 000 pas par jour,Manger équilibré chaque jour,1
Suivre une formation en ligne,Étudier les mathématiques,1
Faire des pompes,Apprendre le japonais,0
Aller à un concert de jazz,Suivre une formation en ligne,0
Partir en croisière,Visiter les pyramides d’Égypte,1
Faire des pompes,Faire un road trip aux USA,0
Préparer une tarte aux pommes,Aller à un concert de jazz,0
Assembler un meuble en kit,Réparer une fuite d’eau,1
Lire un roman policier,Visiter le Louvre,1
Faire un gâteau au chocolat,Faire du yoga tous les matins,0
Partir en croisière,Faire un road trip aux USA,1
Suivre un programme de musculation,S'entraîner à la salle,1
Suivre un programme de musculation,Visiter le Louvre,0
Faire un gâteau au chocolat,Préparer une tarte aux pommes,1
Faire une cure de vitamine D,Comment fonctionne ChatGPT,0
Installer une étagère murale,Réparer une fuite d’eau,1
Utiliser une perceuse,Installer une étagère murale,1
Visiter le Louvre,Lire un roman policier,1
Préparer une tarte aux pommes,Cuisiner un curry indien,1
Écrire un poème,Faire un road trip aux USA,0
Visiter les pyramides d’Égypte,Écrire un poème,0
Partir en croisière,Configurer un nouveau smartphone,0
Aller à un concert de jazz,Lire un roman policier,1
Écrire un poème,Aller à un concert de jazz,1
Suivre une formation en ligne,Griller un steak parfaitement,0
Réviser pour le bac,Apprendre le japonais,1
Assembler un meuble en kit,Consulter un nutritionniste,0
Réparer une fuite d’eau,Changer une ampoule,1
Utiliser une perceuse,Manger équilibré chaque jour,0
Installer une étagère murale,Faire un footing matinal,0
Faire des macarons,Changer une ampoule,0
Assembler un meuble en kit,S'entraîner à la salle,0
Manger équilibré chaque jour,Marcher 10 000 pas par jour,1
Installer un antivirus,Lire un roman policier,0
Visiter le Louvre,Étudier les mathématiques,0
Programmer une IA,Coder un site web en HTML,1
Faire un footing matinal,Faire des pompes,1
Apprendre le japonais,Assembler un meuble en kit,0
Consulter un nutritionniste,Suivre un programme de musculation,0
Faire du yoga tous les matins,Coder un site web en HTML,0
Partir en croisière,Faire un road trip aux USA,1
Faire un gâteau au chocolat,Comment fonctionne ChatGPT,0
Faire un gâteau au chocolat,Faire des macarons,1
Suivre une formation en ligne,S'entraîner à la salle,0
S'entraîner à la salle,Préparer une tarte aux pommes,0
Lire un roman policier,Visiter le Louvre,1
Aller à un concert de jazz,Analyser une œuvre d’art,1
Suivre une formation en ligne,Changer une ampoule,0
Aller à un concert de jazz,Écrire un poème,1
Apprendre le japonais,Étudier les mathématiques,1
Faire une cure de vitamine D,Consulter un nutritionniste,1
Faire du yoga tous les matins,Préparer un exposé,0
Partir en croisière,Explorer les temples d’Angkor,1
Aller à un concert de jazz,Visiter les pyramides d’Égypte,0
Programmer une IA,Utiliser une perceuse,0
Préparer un exposé,Étudier les mathématiques,1
Visiter les pyramides d’Égypte,Faire un road trip aux USA,1
Visiter le Louvre,Écrire un poème,1
Réviser pour le bac,Étudier les mathématiques,1
Réparer une fuite d’eau,Installer une étagère murale,1
Analyser une œuvre d’art,Consulter un nutritionniste,0
Marcher 10 000 pas par jour,Faire une cure de vitamine D,1
Cuisiner un curry indien,Installer un antivirus,0
Suivre un programme de musculation,Programmer une IA,0
Faire du yoga tous les matins,Changer une ampoule,0
Étudier les mathématiques,Analyser une œuvre d’art,0
Réviser pour le bac,Analyser une œuvre d’art,0
Faire du yoga tous les matins,S'entraîner à la salle,1
Explorer les temples d’Angkor,Aller à un concert de jazz,0
Comment fonctionne ChatGPT,Préparer un exposé,0
Comment fonctionne ChatGPT,Installer un antivirus,1
Consulter un nutritionniste,Marcher 10 000 pas par jour,1
Découvrir la Thaïlande,Faire un road trip aux USA,1
Aller à un concert de jazz,Visiter le Louvre,1
Aller à un concert de jazz,Analyser une œuvre d’art,1
Comment fonctionne ChatGPT,Programmer une IA,1
Aller à un concert de jazz,Visiter le Louvre,1
Écrire un poème,Installer un antivirus,0
Analyser une œuvre d’art,Visiter les pyramides d’Égypte,0
Assembler un meuble en kit,Réparer une fuite d’eau,1
Analyser une œuvre d’art,Visiter le Louvre,1
Changer une ampoule,Installer une étagère murale,1
Installer une étagère murale,Étudier les mathématiques,0
Réparer une fuite d’eau,Programmer une IA,0
Suivre un programme de musculation,Partir en croisière,0
Faire des macarons,Consulter un nutritionniste,0
Suivre une formation en ligne,Apprendre le japonais,1
Aller à un concert de jazz,Assembler un meuble en kit,0
Apprendre le japonais,Faire un check-up annuel,0
Faire un gâteau au chocolat,Analyser une œuvre d’art,0
Aller à un concert de jazz,Partir en croisière,0
Programmer une IA,Coder un site web en HTML,1
Réparer une fuite d’eau,Faire du yoga tous les matins,0
Suivre un programme de musculation,Installer une étagère murale,0
Découvrir la Thaïlande,Explorer les temples d’Angkor,1
Lire un roman policier,Griller un steak parfaitement,0
Consulter un nutritionniste,Marcher 10 000 pas par jour,1
Étudier les mathématiques,Configurer un nouveau smartphone,0
Lire un roman policier,Écrire un poème,1
Suivre une formation en ligne,Préparer un exposé,1
Griller un steak parfaitement,Changer une ampoule,0
S'entraîner à la salle,Suivre une formation en ligne,0
Suivre une formation en ligne,Étudier les mathématiques,1
Faire un gâteau au chocolat,Cuisiner un curry indien,1
Préparer un exposé,Réviser pour le bac,1
Aller à un concert de jazz,Analyser une œuvre d’art,1
Programmer une IA,Consulter un nutritionniste,0
Suivre une formation en ligne,Apprendre le japonais,1
Faire des macarons,Cuisiner un curry indien,1
Faire du yoga tous les matins,Suivre un programme de musculation,1
Installer une étagère murale,Réparer une fuite d’eau,1
Faire un footing matinal,S'entraîner à la salle,1
Consulter un nutritionniste,Assembler un meuble en kit,0
Explorer les temples d’Angkor,Faire une cure de vitamine D,0
Préparer une tarte aux pommes,Faire des pompes,0
Faire un footing matinal,Suivre un programme de musculation,1
Utiliser une perceuse,Réparer une fuite d’eau,1
Suivre un programme de musculation,Faire un footing matinal,1
Explorer les temples d’Angkor,Préparer une tarte aux pommes,0
Manger équilibré chaque jour,Explorer les temples d’Angkor,0
Installer un antivirus,Cuisiner un curry indien,0
Faire des macarons,Partir en croisière,0
Analyser une œuvre d’art,Visiter le Louvre,1
Préparer une tarte aux pommes,Découvrir la Thaïlande,0
Comment fonctionne ChatGPT,Changer une ampoule,0
Visiter le Louvre,Écrire un poème,1
Réviser pour le bac,Suivre une formation en ligne,1
Cuisiner un curry indien,Préparer une tarte aux pommes,1
Faire un footing matinal,Suivre une formation en ligne,0
Découvrir la Thaïlande,Faire un road trip aux USA,1
Analyser une œuvre d’art,Griller un steak parfaitement,0
Installer un antivirus,Programmer une IA,1
Faire un gâteau au chocolat,Analyser une œuvre d’art,0
Aller à un concert de jazz,Programmer une IA,0
Réviser pour le bac,Consulter un nutritionniste,0
Suivre un programme de musculation,Faire des macarons,0
Utiliser une perceuse,Faire un footing matinal,0
Étudier les mathématiques,Analyser une œuvre d’art,0
Changer une ampoule,Faire du yoga tous les matins,0
Faire un check-up annuel,Faire un road trip aux USA,0
Aller à un concert de jazz,Programmer une IA,0
Faire un check-up annuel,Faire un footing matinal,0
Suivre un programme de musculation,Étudier les mathématiques,0
Réparer une fuite d’eau,Écrire un poème,0
Marcher 10 000 pas par jour,Faire une cure de vitamine D,1
Lire un roman policier,Écrire un poème,1
Configurer un nouveau smartphone,Comment fonctionne ChatGPT,1
Partir en croisière,Faire du yoga tous les matins,0
Consulter un nutritionniste,S'entraîner à la salle,0
Lire un roman policier,Partir en croisière,0
Réparer une fuite d’eau,Installer une étagère murale,1
Écrire un poème,Faire du yoga tous les matins,0
Apprendre le japonais,Faire un gâteau au chocolat,0
Suivre une formation en ligne,Installer un antivirus,0
Installer une étagère murale,Aller à un concert de jazz,0
Découvrir la Thaïlande,Apprendre le japonais,0
Faire des macarons,Préparer une tarte aux pommes,1
Réviser pour le bac,Préparer un exposé,1
S'entraîner à la salle,Cuisiner un curry indien,0
Faire des macarons,Cuisiner un curry indien,1
Partir en croisière,Explorer les temples d’Angkor,1
Réviser pour le bac,Préparer un exposé,1
Apprendre le japonais,Explorer les temples d’Angkor,0
Réparer une fuite d’eau,Assembler un meuble en kit,1
Partir en croisière,Aller à un concert de jazz,0
Faire un road trip aux USA,Apprendre le japonais,0
Faire un check-up annuel,Consulter un nutritionniste,1
Préparer un exposé,Consulter un nutritionniste,0
Préparer un exposé,Réviser pour le bac,1
Lire un roman policier,Aller à un concert de jazz,1
Configurer un nouveau smartphone,Programmer une IA,1
Faire un road trip aux USA,Programmer une IA,0
Partir en croisière,Réparer une fuite d’eau,0
Coder un site web en HTML,Configurer un nouveau smartphone,1
Faire du yoga tous les matins,S'entraîner à la salle,1
Cuisiner un curry indien,Griller un steak parfaitement,1
Programmer une IA,Assembler un meuble en kit,0
Analyser une œuvre d’art,Visiter le Louvre,1
Préparer un exposé,Suivre une formation en ligne,1
Faire un road trip aux USA,Faire du yoga tous les matins,0
Visiter le Louvre,Écrire un poème,1
Faire des pompes,Suivre une formation en ligne,0
Cuisiner un curry indien,Faire des macarons,1
Partir en croisière,Découvrir la Thaïlande,1
Griller un steak parfaitement,Faire une cure de vitamine D,0
Suivre une formation en ligne,Réviser pour le bac,1
Faire un footing matinal,Faire des pompes,1
Consulter un nutritionniste,Marcher 10 000 pas par jour,1
Faire des pompes,Faire un footing matinal,1
Partir en croisière,Visiter les pyramides d’Égypte,1
Découvrir la Thaïlande,Faire un road trip aux USA,1
Coder un site web en HTML,Comment fonctionne ChatGPT,1
Utiliser une perceuse,Assembler un meuble en kit,1
Coder un site web en HTML,Configurer un nouveau smartphone,1
Faire une cure de vitamine D,Réviser pour le bac,0
Écrire un poème,Coder un site web en HTML,0
Programmer une IA,Installer une étagère murale,0
Faire un gâteau au chocolat,Aller à un concert de jazz,0
Installer un antivirus,Comment fonctionne ChatGPT,1
Faire un road trip aux USA,Faire une cure de vitamine D,0
Faire du yoga tous les matins,Manger équilibré chaque jour,0
Écrire un poème,Étudier les mathématiques,0
Préparer un exposé,Réviser pour le bac,1
Griller un steak parfaitement,Installer une étagère murale,0
Faire un footing matinal,Analyser une œuvre d’art,0
Partir en croisière,Coder un site web en HTML,0
Consulter un nutritionniste,Étudier les mathématiques,0
Suivre un programme de musculation,Réviser pour le bac,0
Partir en croisière,Réviser pour le bac,0
Visiter les pyramides d’Égypte,Découvrir la Thaïlande,1
Explorer les temples d’Angkor,Visiter les pyramides d’Égypte,1
Installer un antivirus,Découvrir la Thaïlande,0
Faire un check-up annuel,Préparer un exposé,0
Faire une cure de vitamine D,Faire des macarons,0
Programmer une IA,Installer un antivirus,1
Explorer les temples d’Angkor,Partir en croisière,1
Griller un steak parfaitement,Faire un gâteau au chocolat,1
Faire un gâteau au chocolat,Faire des macarons,1
Apprendre le japonais,Cuisiner un curry indien,0
Analyser une œuvre d’art,Faire un check-up annuel,0
Écrire un poème,Installer un antivirus,0
Marcher 10 000 pas par jour,Réparer une fuite d’eau,0
Visiter les pyramides d’Égypte,Marcher 10 000 pas par jour,0
Aller à un concert de jazz,Faire un gâteau au chocolat,0
Installer un antivirus,Configurer un nouveau smartphone,1
Faire du yoga tous les matins,Suivre un programme de musculation,1
Préparer un exposé,Apprendre le japonais,1
Écrire un poème,Analyser une œuvre d’art,1
Réparer une fuite d’eau,Marcher 10 000 pas par jour,0
Découvrir la Thaïlande,Faire des pompes,0
Partir en croisière,Faire un footing matinal,0
Faire du yoga tous les matins,S'entraîner à la salle,1
Marcher 10 000 pas par jour,Consulter un nutritionniste,1
Faire un road trip aux USA,Analyser une œuvre d’art,0
Faire des pompes,Aller à un concert de jazz,0
Programmer une IA,Comment fonctionne ChatGPT,1
Aller à un concert de jazz,Faire une cure de vitamine D,0
Installer un antivirus,Visiter le Louvre,0
Suivre un programme de musculation,Aller à un concert de jazz,0
Coder un site web en HTML,Comment fonctionne ChatGPT,1
Configurer un nouveau smartphone,Préparer un exposé,0
S'entraîner à la salle,Suivre une formation en ligne,0
Consulter un nutritionniste,Faire un check-up annuel,1
Coder un site web en HTML,Suivre un programme de musculation,0
Faire un gâteau au chocolat,Découvrir la Thaïlande,0
Changer une ampoule,Réparer une fuite d’eau,1
Faire des pompes,Faire un footing matinal,1
Utiliser une perceuse,Griller un steak parfaitement,0
Préparer un exposé,Préparer une tarte aux pommes,0
Faire un road trip aux USA,Faire un check-up annuel,0
Installer une étagère murale,Changer une ampoule,1
Cuisiner un curry indien,Partir en croisière,0
Configurer un nouveau smartphone,Consulter un nutritionniste,0
Faire des pompes,Suivre un programme de musculation,1
Comment fonctionne ChatGPT,Programmer une IA,1
Changer une ampoule,Faire des macarons,0
Cuisiner un curry indien,Apprendre le japonais,0
Écrire un poème,Analyser une œuvre d’art,1
Explorer les temples d’Angkor,Installer un antivirus,0
Explorer les temples d’Angkor,Visiter les pyramides d’Égypte,1
Faire du yoga tous les matins,Faire un footing matinal,1
Faire du yoga tous les matins,Installer une étagère murale,0
Programmer une IA,Installer un antivirus,1
Installer un antivirus,Comment fonctionne ChatGPT,1
Manger équilibré chaque jour,Installer une étagère murale,0
Faire des pompes,Explorer les temples d’Angkor,0
Faire une cure de vitamine D,Visiter le Louvre,0
Réviser pour le bac,Préparer un exposé,1
Partir en croisière,Visiter les pyramides d’Égypte,1
Faire un road trip aux USA,Installer un antivirus,0
Assembler un meuble en kit,Installer une étagère murale,1
S'entraîner à la salle,Programmer une IA,0
Préparer une tarte aux pommes,Coder un site web en HTML,0
Faire un footing matinal,Suivre un programme de musculation,1
Faire du yoga tous les matins,Installer un antivirus,0
Aller à un concert de jazz,Partir en croisière,0
Partir en croisière,Aller à un concert de jazz,0
Assembler un meuble en kit,Faire un check-up annuel,0
Faire du yoga tous les matins,Configurer un nouveau smartphone,0
Consulter un nutritionniste,Assembler un meuble en kit,0
Réparer une fuite d’eau,Utiliser une perceuse,1
Réviser pour le bac,Étudier les mathématiques,1
Préparer une tarte aux pommes,Installer une étagère murale,0
Programmer une IA,Configurer un nouveau smartphone,1
Marcher 10 000 pas par jour,Faire une cure de vitamine D,1
Comment fonctionne ChatGPT,Réviser pour le bac,0
Découvrir la Thaïlande,Partir en croisière,1
Explorer les temples d’Angkor,Découvrir la Thaïlande,1
S'entraîner à la salle,Assembler un meuble en kit,0
Programmer une IA,Préparer une tarte aux pommes,0
Suivre un programme de musculation,Griller un steak parfaitement,0
Cuisiner un curry indien,Préparer une tarte aux pommes,1
Faire un check-up annuel,Visiter les pyramides d’Égypte,0
Griller un steak parfaitement,Préparer une tarte aux pommes,1
Faire du yoga tous les matins,Lire un roman policier,0
Apprendre le japonais,Aller à un concert de jazz,0
Faire des macarons,Cuisiner un curry indien,1
Étudier les mathématiques,Préparer un exposé,1
Suivre un programme de musculation,Faire un footing matinal,1
Analyser une œuvre d’art,Faire un gâteau au chocolat,0
Faire des macarons,Faire un road trip aux USA,0
Assembler un meuble en kit,Réparer une fuite d’eau,1
Explorer les temples d’Angkor,Écrire un poème,0
Préparer une tarte aux pommes,Visiter les pyramides d’Égypte,0
Visiter le Louvre,Lire un roman policier,1
Analyser une œuvre d’art,Cuisiner un curry indien,0
Réviser pour le bac,Suivre une formation en ligne,1
Découvrir la Thaïlande,Utiliser une perceuse,0
Partir en croisière,Faire un road trip aux USA,1
Marcher 10 000 pas par jour,Coder un site web en HTML,0
Faire un gâteau au chocolat,Griller un steak parfaitement,1
Faire du yoga tous les matins,Comment fonctionne ChatGPT,0
Installer une étagère murale,Comment fonctionne ChatGPT,0
Installer une étagère murale,Faire un gâteau au chocolat,0
Visiter les pyramides d’Égypte,Explorer les temples d’Angkor,1
Écrire un poème,Assembler un meuble en kit,0
Préparer un exposé,Préparer une tarte aux pommes,0
Écrire un poème,Manger équilibré chaque jour,0
Visiter le Louvre,Lire un roman policier,1
Partir en croisière,Découvrir la Thaïlande,1
Partir en croisière,Explorer les temples d’Angkor,1
Installer un antivirus,Comment fonctionne ChatGPT,1
Découvrir la Thaïlande,Faire un road trip aux USA,1
Faire des pompes,Coder un site web en HTML,0
Analyser une œuvre d’art,Écrire un poème,1
Faire un footing matinal,Faire du yoga tous les matins,1
Réparer une fuite d’eau,Programmer une IA,0
Installer une étagère murale,Assembler un meuble en kit,1
Étudier les mathématiques,Cuisiner un curry indien,0
Faire des macarons,Griller un steak parfaitement,1
Configurer un nouveau smartphone,Coder un site web en HTML,1
Étudier les mathématiques,Réviser pour le bac,1
Faire des pompes,Faire un footing matinal,1
Coder un site web en HTML,Installer un antivirus,1
Visiter le Louvre,Suivre une formation en ligne,0
Faire des macarons,Cuisiner un curry indien,1
Cuisiner un curry indien,Réparer une fuite d’eau,0
S'entraîner à la salle,Faire des macarons,0
S'entraîner à la salle,Faire du yoga tous les matins,1
Préparer une tarte aux pommes,Cuisiner un curry indien,1
Faire un gâteau au chocolat,Cuisiner un curry indien,1
Étudier les mathématiques,Apprendre le japonais,1
Lire un roman policier,Configurer un nouveau smartphone,0
Visiter les pyramides d’Égypte,Suivre un programme de musculation,0
Configurer un nouveau smartphone,Comment fonctionne ChatGPT,1
Faire une cure de vitamine D,Manger équilibré chaque jour,1
Changer une ampoule,Explorer les temples d’Angkor,0
Réparer une fuite d’eau,Utiliser une perceuse,1
Faire un road trip aux USA,Cuisiner un curry indien,0
Manger équilibré chaque jour,Consulter un nutritionniste,1
Préparer un exposé,Étudier les mathématiques,1
Visiter le Louvre,Analyser une œuvre d’art,1
Apprendre le japonais,Programmer une IA,0
Réparer une fuite d’eau,Installer un antivirus,0
Faire un footing matinal,Écrire un poème,0
Cuisiner un curry indien,Changer une ampoule,0
Configurer un nouveau smartphone,Explorer les temples d’Angkor,0
Apprendre le japonais,Lire un roman policier,0
Partir en croisière,Écrire un poème,0
Assembler un meuble en kit,Comment fonctionne ChatGPT,0
Préparer un exposé,Apprendre le japonais,1
Faire un check-up annuel,Marcher 10 000 pas par jour,1
Suivre une formation en ligne,Réviser pour le bac,1
Faire un check-up annuel,Consulter un nutritionniste,1
Griller un steak parfaitement,Réviser pour le bac,0
Étudier les mathématiques,Apprendre le japonais,1
Faire du yoga tous les matins,Comment fonctionne ChatGPT,0
Faire un road trip aux USA,Explorer les temples d’Angkor,1
Faire des macarons,Comment fonctionne ChatGPT,0
Visiter le Louvre,Lire un roman policier,1
Aller à un concert de jazz,Faire des macarons,0
Explorer les temples d’Angkor,Aller à un concert de jazz,0
Manger équilibré chaque jour,Marcher 10 000 pas par jour,1
Faire une cure de vitamine D,Faire un gâteau au chocolat,0
Griller un steak parfaitement,Préparer une tarte aux pommes,1
Réviser pour le bac,Préparer un exposé,1
Faire des macarons,Griller un steak parfaitement,1
Réviser pour le bac,Apprendre le japonais,1
Apprendre le japonais,Coder un site web en HTML,0
Visiter le Louvre,Partir en croisière,0
Faire un check-up annuel,Manger équilibré chaque jour,1
Griller un steak parfaitement,Faire des macarons,1
Visiter les pyramides d’Égypte,Programmer une IA,0
Visiter les pyramides d’Égypte,Partir en croisière,1
Suivre une formation en ligne,Comment fonctionne ChatGPT,0
Étudier les mathématiques,Préparer une tarte aux pommes,0
Préparer un exposé,Étudier les mathématiques,1
Analyser une œuvre d’art,Faire un footing matinal,0
Changer une ampoule,Installer une étagère murale,1
Suivre un programme de musculation,Faire un footing matinal,1
Aller à un concert de jazz,Écrire un poème,1
Faire un gâteau au chocolat,Préparer une tarte aux pommes,1
Réparer une fuite d’eau,Changer une ampoule,1
Faire des pompes,S'entraîner à la salle,1
