text1,text2,label
Analyze data,Configure a network,1
Hitchhike,Drive a tractor,1
Cook rice,Repair furniture,0
Drink plenty of water,Do stretching,1
Take a plane,Open an account,0
Practice relaxation,Analyze data,0
Deploy an application,Bake a cake,0
Apply for credit,Go shopping,1
Get a massage,Make a pie,0
Draw a portrait,Play violin,1
Draw a portrait,Paint with watercolor,1
Grill meat,Cook vegetables,1
Take vitamins,Program in Python,0
Water plants,Run a marathon,0
Cook rice,Make a pie,1
Play piano,Compose a melody,1
Ride a scooter,Peel vegetables,0
Do stretching,Ride a motorcycle,0
Prepare an exam,Teach mathematics,1
Do exercise,Organize training,0
Give a presentation,Explain a concept,1
Swim in pool,Take the subway,0
Invest in stocks,Shop online,1
Make a sauce,Prepare a salad,1
Take a plane,Take a bus,1
Monitor a system,Create a website,1
Configure a network,Go skiing,0
Cook vegetables,Grill meat,1
Do exercise,See a doctor,1
Play guitar,Compose a song,1
Prepare a salad,Return a product,0
Go dancing,Deploy an application,0
Give a presentation,Go grocery shopping,0
Play football,Swim in pool,1
Prepare a dish,Grade papers,0
Deploy an application,Analyze data,1
Practice yoga,Play volleyball,1
Negotiate a contract,Give a presentation,0
Wash windows,Organize a closet,1
Use a scooter,Organize training,0
Practice relaxation,Peel vegetables,0
Play piano,Improvise on piano,1
See a doctor,Do stretching,1
Take a plane,Negotiate a contract,0
Give a presentation,Give advice,1
Mow the lawn,Take vitamins,0
Mow the lawn,Do networking,0
Drive a car,Play drums,0
Make a phone call,Write a message,1
Prepare dessert,Manage finances,0
Cook a roast,Negotiate a contract,0
Bake a cake,Drink plenty of water,0
Shop online,Compare prices,1
Take a ferry,Draw a portrait,0
Configure a network,Paint a picture,0
Negotiate a contract,Host a meeting,1
Bake a cake,Cook vegetables,1
Prepare a dish,Prepare dessert,1
Moderate a debate,Paint a picture,0
Plant flowers,Clean the house,1
Give a presentation,Return a product,0
Open an account,Manage finances,1
Sing a song,Create an algorithm,0
Sculpt a statue,Sing a song,1
Compose a song,Play drums,1
Repair a computer,Deploy an application,1
Use a scooter,Ride a motorcycle,1
Get a massage,Do physiotherapy,1
Manage finances,Shop online,1
Peel vegetables,Prepare a salad,1
Draw a portrait,Compose a song,1
Analyze data,Manage stress,0
Use an electric bike,Bake bread,0
Use an electric bike,Sculpt a statue,0
Practice relaxation,Drive a car,0
Give a presentation,Run a workshop,1
Prepare a lesson,Prepare an exam,1
Sculpt a statue,Paint with watercolor,1
Apply for credit,Save money,1
Cook vegetables,Do tutoring,0
Sing a song,Go hiking,0
Use an electric bike,Walk in the city,1
Maintain the garden,Use a scooter,0
Plant flowers,Paint a wall,1
Water plants,Ride a bike,0
Take a ferry,Sleep enough,0
Play basketball,Drive a truck,0
Go dancing,Develop an application,0
Go skiing,Get a massage,0
Ride a scooter,Drink plenty of water,0
Host a meeting,Go jogging,0
Play drums,Draw a portrait,1
Give advice,Repair a computer,0
Organize training,Play basketball,0
Teach a language,Apply for credit,0
Deploy an application,Take photographs,0
Run a workshop,Prepare an exam,1
Repair a computer,Make an omelet,0
Open an account,Install a shelf,0
Negotiate a contract,Walk in the city,0
Repair furniture,Organize a closet,1
Organize training,Create a drawing,0
Deploy an application,Sing a song,0
Bake a cake,Prepare a smoothie,1
Create artwork,Calculate expenses,0
Organize a conference,Compose a song,0
Go skiing,Take care of skin,0
Prepare a dish,Explain a concept,0
Take a bus,Walk in the city,1
Sleep enough,Monitor a system,0
Hitchhike,Take the train,1
Maintain the garden,Prepare a salad,0
Maintain the garden,Apply for credit,0
Go skiing,Send an email,0
Plant flowers,Apply for credit,0
Teach a language,Speak in public,0
Write a message,Make a phone call,1
Play piano,Create a drawing,1
Walk in the city,Compare prices,0
Compare prices,Prepare dessert,0
Shop online,Open an account,1
Build an object,Go dancing,0
Prepare a smoothie,Prepare a salad,1
Make an omelet,Use a taxi,0
Shop online,Install a shelf,0
Play football,Lead a discussion,0
Deploy an application,Test a program,1
Plant flowers,Prepare soup,0
Repair furniture,Trim trees,1
Secure a server,Speak publicly,0
Automate a task,Repair furniture,0
See a doctor,Do meditation,1
Prepare a smoothie,Ride a scooter,0
Play drums,Draw a portrait,1
Maintain the garden,Do housework,1
Open an account,Configure a network,0
Use a scooter,Take a ferry,1
Mow the lawn,Peel vegetables,0
Play piano,Play volleyball,0
Teach a language,Organize training,1
Tidy the house,Clean the house,1
Use a scooter,Prepare dessert,0
Peel vegetables,Organize a conference,0
Get a massage,Practice relaxation,1
Do exercise,Get a health checkup,1
Ride a motorcycle,Sing a song,0
Make a sauce,Compose a melody,0
Use a scooter,Write a report,0
Prepare a dish,Go shopping,0
Pay bills,Save money,1
Do networking,Send an email,1
Play drums,Write a letter,0
Make an omelet,Prepare soup,1
Teach a language,Do housework,0
Ride a motorcycle,Take a ferry,1
Paint a picture,Write a song,1
Invest in stocks,Test a program,0
Practice yoga,Play football,1
Configure a network,Develop an application,1
Speak publicly,Organize a closet,0
Write a letter,Give a speech,1
Run a workshop,Clean the house,0
Drive a truck,Ride a motorcycle,1
Bake a cake,Give a presentation,0
Plant flowers,Program in Python,0
Monitor a system,Calculate expenses,0
Manage finances,Run a workshop,0
Give advice,Lead a discussion,1
Do networking,Open an account,0
Draw a portrait,Paint a picture,1
Prepare dessert,Do weight training,0
Explain a concept,Get a health checkup,0
Take a bus,Teach mathematics,0
Moderate a debate,Go skiing,0
Practice boxing,Play volleyball,1
Apply for credit,Do tutoring,0
Lead a discussion,Repair a computer,0
Play drums,Play guitar,1
Develop an application,Analyze data,1
Walk in the city,Practice relaxation,0
Cook rice,Make a sauce,1
Prepare an exam,Do meditation,0
See a doctor,Practice relaxation,1
Prepare a smoothie,Organize a closet,0
Use an electric bike,Drive a truck,1
Explain a concept,Secure a server,0
Give a presentation,Return a product,0
Maintain the garden,Prepare an exam,0
Walk in the city,Use an electric bike,1
Prepare a dish,Prepare soup,1
Cook a roast,Prepare a salad,1
Deploy an application,Practice surfing,0
Create a course,Maintain the garden,0
Teach a language,Supervise students,1
Get a massage,Get a health checkup,1
Bake a cake,Go to dentist,0
Secure a server,Go to dentist,0
Prepare a smoothie,Install software,0
Draw a portrait,Improvise on piano,1
Practice boxing,Create a drawing,0
Play piano,Organize training,0
Take the train,Write a song,0
Eat balanced meals,Take vitamins,1
Give advice,Give a lesson,1
Take a ferry,Drive a truck,1
Take vitamins,Get a massage,1
Prepare an exam,Grade papers,1
Drive a car,Take a ferry,1
Sculpt a statue,Play drums,1
Analyze data,Repair a computer,1
Secure a server,Create an algorithm,1
Cook rice,Prepare soup,1
See a doctor,Take vitamins,1
Play guitar,Prepare a lesson,0
Lead a discussion,Prepare a lesson,1
Prepare a smoothie,Cook pasta,1
Cook rice,Create artwork,0
Ride a motorcycle,Drive a tractor,1
Wash windows,Water plants,1
Host a meeting,Negotiate a contract,1
Practice relaxation,Optimize a system,0
Give a presentation,Evaluate students,1
Play drums,Take a plane,0
Make a sauce,Get a health checkup,0
Draw a portrait,Take photographs,1
Maintain the garden,Build an object,1
Negotiate a contract,Write a letter,1
Water plants,Do dishes,1
Compose a song,Maintain the garden,0
Drive a truck,Take a bus,1
Compose a song,Create a drawing,1
Prepare a salad,Do stretching,0
Play violin,Give a speech,0
Grill meat,Drive a tractor,0
Create a course,Grade papers,1
Negotiate a contract,Return a product,0
Make a phone call,Give a speech,1
Paint a picture,Draw a portrait,1
Prepare dessert,Prepare a dish,1
Play drums,Play piano,1
Walk in the city,Run a workshop,0
Do networking,Negotiate a contract,1
Cook a roast,Get fresh air,0
Automate a task,Program in Python,1
Monitor a system,Deploy an application,1
Prepare dessert,Practice surfing,0
Automate a task,Clean the house,0
Prepare an exam,Supervise students,1
Deploy an application,Analyze data,1
Write a letter,Give advice,0
Secure a server,Analyze data,1
Play violin,Draw a portrait,1
Plant flowers,Walk in the city,0
Negotiate a contract,Speak publicly,1
Organize training,Give a lesson,1
Use an electric bike,Ride a bike,1
Get a massage,Take vitamins,1
Sleep enough,Get fresh air,1
Secure a server,Repair a computer,1
Run a workshop,Write a song,0
Grill meat,Eat balanced meals,0
Practice relaxation,Shop online,0
Take vitamins,Do stretching,1
Grill meat,Prepare a dish,1
See a doctor,Grade papers,0
Create an algorithm,Deploy an application,1
Take a bus,Ride a bike,1
Write a letter,Paint a picture,0
Do stretching,Get a massage,1
Build an object,Do dishes,1
Write a message,Do networking,1
Go skiing,Play football,1
Go dancing,Interview someone,0
Repair furniture,Clean the house,1
Develop an application,Create an algorithm,1
Cook a roast,Improvise on piano,0
Negotiate a contract,Prepare an exam,0
Write a message,Develop an application,0
Make a sauce,Make a pie,1
Shop online,Invest in stocks,1
Shop online,Return a product,1
Supervise students,Take a bus,0
Eat balanced meals,Go jogging,0
Host a meeting,Ride a bike,0
Deploy an application,Hitchhike,0
Prepare an exam,Lead a discussion,1
Make a pie,Write a message,0
Supervise students,Drive a tractor,0
Walk in the city,Build an object,0
Open an account,Return a product,1
Host a meeting,Present a project,1
Maintain the garden,Repair furniture,1
Swim in pool,Go jogging,1
Water plants,Plant flowers,1
Hitchhike,Take the subway,1
Sleep enough,Go grocery shopping,0
Bake a cake,Prepare a smoothie,1
Develop an application,Give advice,0
Write a letter,Paint with watercolor,0
Manage finances,Wash windows,0
Take a plane,Take the train,1
Sing a song,Play violin,1
Take the train,Ride a bike,0
Invest in stocks,Manage budget,1
Invest in stocks,Compose a melody,0
Eat balanced meals,Run a workshop,0
Write a letter,Paint with watercolor,0
Prepare a dish,Cook rice,1
Draw a portrait,Create artwork,1
Play drums,Go shopping,0
Grill meat,Make an omelet,1
Prepare a lesson,Prepare an exam,1
Sleep enough,Do meditation,1
Lead a discussion,Create a course,1
Secure a server,Apply for credit,0
Create an algorithm,Repair a computer,1
Repair furniture,Hitchhike,0
Sing a song,Ride a motorcycle,0
Prepare a salad,Walk in the city,0
Bake bread,Cook rice,1
See a doctor,Build an object,0
Secure a server,Analyze data,1
Moderate a debate,Write a message,1
Paint a picture,Teach a language,0
Build an object,Mow the lawn,1
Play piano,Negotiate a contract,0
Give advice,Give a lesson,1
Grill meat,Prepare a salad,1
Monitor a system,Do maintenance,1
Prepare a salad,Drive a tractor,0
Go dancing,Prepare soup,0
Play football,Take the train,0
Do stretching,Prepare an exam,0
Prepare a salad,Prepare a smoothie,1
Run a workshop,Give a presentation,1
Ride a motorcycle,Deploy an application,0
Grill meat,Build an object,0
Host a meeting,Take the train,0
Hitchhike,Take a bus,1
Prepare a dish,Tidy the house,0
Create a course,Play volleyball,0
Do networking,Give a presentation,1
Manage finances,Make a pie,0
Mow the lawn,Trim trees,1
Create artwork,Prepare a smoothie,0
Do accounting,Install software,0
Drive a truck,Take photographs,0
Prepare a dish,Prepare a salad,1
Compare prices,Manage finances,1
Practice yoga,Practice surfing,1
Negotiate a contract,Drive a truck,0
Play guitar,Compose a song,1
Negotiate a contract,Give a presentation,0
Create artwork,Negotiate a price,0
Give a presentation,Improvise on piano,0
Deploy an application,Program in Python,1
Drink plenty of water,Do meditation,1
Water plants,Create a drawing,0
Monitor a system,Play football,0
Mow the lawn,Fix a leak,1
Do exercise,Lead a discussion,0
Take the train,Drive a truck,1
Make a pie,Monitor a system,0
Create a website,Secure a server,1
Prepare a smoothie,Prepare dessert,1
Create a course,Teach a language,1
Bake bread,Prepare a smoothie,1
Create artwork,Prepare an exam,0
Monitor a system,Tidy the house,0
Go skiing,Practice yoga,1
Hitchhike,Use a taxi,1
Play piano,Compose a melody,1
Cook rice,Cook pasta,1
Play basketball,Practice yoga,1
Lead a discussion,Teach a language,1
Ride a scooter,Hitchhike,1
Plant flowers,Fix a leak,1
Shop online,Sleep enough,0
Play basketball,Fix a leak,0
Open an account,Take photographs,0
Teach a language,Sculpt a statue,0
Make a phone call,Negotiate a contract,1
Cook rice,Bake bread,1
Drive a truck,Play tennis,0
Go dancing,Practice yoga,1
Make a sauce,Give advice,0
Give a presentation,Prepare an exam,1
Practice relaxation,Prepare soup,0
Prepare a lesson,Create a course,1
Sing a song,Compose a song,1
Eat balanced meals,Get a massage,1
Repair furniture,Play football,0
Manage finances,Return a product,1
Give a presentation,Run a workshop,1
Drive a truck,Take the subway,1
Monitor a system,Peel vegetables,0
Make an omelet,Make a pie,1
Sculpt a statue,Compose a song,1
Create artwork,Go shopping,0
Drive a car,Interview someone,0
Bake a cake,Compose a song,0
Play violin,Negotiate a contract,0
Create a course,See a doctor,0
Use an electric bike,Make a sauce,0
Walk in the city,Draw a portrait,0
Manage finances,Program in Python,0
Deploy an application,Do networking,0
Improvise on piano,Do tutoring,0
Invest in stocks,Go shopping,1
Cook a roast,Grill meat,1
Create a course,Explain a concept,1
Teach a language,Do physiotherapy,0
Do networking,Practice relaxation,0
Write a letter,Prepare an exam,0
Develop an application,Install software,1
Deploy an application,Use a taxi,0
Do networking,Trim trees,0
Peel vegetables,Make a sauce,1
Secure a server,Test a program,1
Take the train,Repair furniture,0
Run a workshop,Prepare a lesson,1
Automate a task,Analyze data,1
Lead a discussion,Manage budget,0
Mow the lawn,Build an object,1
Prepare dessert,Take photographs,0
Organize training,Teach a language,1
Play football,Play tennis,1
Practice boxing,Cook rice,0
Organize a conference,Write a message,1
Cook rice,Cook vegetables,1
Take a plane,Go rock climbing,0
Prepare dessert,Make a sauce,1
Take a bus,Evaluate students,0
Sing a song,Paint a picture,1
Pay bills,Do networking,0
Do networking,Shop online,0
Take a bus,Ride a motorcycle,1
Use a scooter,Give a speech,0
Tidy the house,Practice relaxation,0
Give a presentation,Lead a discussion,1
Lead a discussion,Grade papers,1
Create a website,Plant flowers,0
Tidy the house,Run a workshop,0
Lead a discussion,Give a presentation,1
Pay bills,Organize a conference,0
Write a message,Take a bus,0
Drive a car,Paint with watercolor,0
Draw a portrait,Optimize a system,0
Do exercise,Give a presentation,0
Negotiate a contract,Mow the lawn,0
Automate a task,Take care of skin,0
Shop online,Return a product,1
Deploy an application,Analyze data,1
Create a course,Take a bus,0
Deploy an application,Trim trees,0
Speak publicly,Pay bills,0
Take a ferry,Do physiotherapy,0
Play piano,Improvise on piano,1
Apply for credit,Run a workshop,0
Open an account,Repair a computer,0
Play drums,Trim trees,0
Prepare a lesson,Install software,0
Grill meat,Go dancing,0
Create a drawing,Make a sauce,0
Get a massage,Configure a network,0
Swim in pool,Play tennis,1
Use an electric bike,Take a ferry,1
Deploy an application,Create an algorithm,1
Analyze data,Prepare soup,0
Create artwork,Play drums,1
Grill meat,Open an account,0
Open an account,Save money,1
Take the train,Prepare dessert,0
Manage finances,Do accounting,1
Mow the lawn,Speak in public,0
Create a website,Automate a task,1
Make an omelet,Prepare a dish,1
Swim in pool,Organize a conference,0
Deploy an application,Configure a network,1
Prepare a smoothie,Use a taxi,0
Create a drawing,Play tennis,0
Make a phone call,Plant flowers,0
Prepare dessert,Peel vegetables,1
Monitor a system,Play tennis,0
Mow the lawn,Trim trees,1
Repair a computer,Tidy the house,0
Write a message,Negotiate a price,0
Cook vegetables,Do housework,0
Analyze data,Compare prices,0
Prepare a smoothie,Make an omelet,1
Lead a discussion,Apply for credit,0
Shop online,Apply for credit,1
Bake bread,Sing a song,0
Analyze data,Monitor a system,1
Ride a scooter,Hitchhike,1
Prepare a smoothie,Cook a roast,1
Manage finances,Practice relaxation,0
Create artwork,Prepare a salad,0
Write a message,Develop an application,0
Play violin,Paint with watercolor,1
Swim in pool,Save money,0
Make an omelet,Cook a roast,1
Create artwork,Sing a song,1
Analyze data,Create an algorithm,1
Drive a truck,Use an electric bike,1
Prepare a salad,Make a sauce,1
Practice relaxation,Invest in stocks,0
Cook vegetables,Make a sauce,1
Mow the lawn,Prepare a lesson,0
Bake bread,Create a website,0
Open an account,Create an algorithm,0
Eat balanced meals,Negotiate a price,0
Go dancing,Do physiotherapy,0
Play football,Do weight training,1
Create a drawing,Draw a portrait,1
Grill meat,Prepare soup,1
Create a course,Bake bread,0
Get a massage,Take vitamins,1
Lead a discussion,Evaluate students,1
Lead a discussion,Run a workshop,1
Swim in pool,Play football,1
Shop online,Do accounting,1
Use a scooter,Take a ferry,1
Play piano,Compose a melody,1
Supervise students,Cook pasta,0
Build an object,Do dishes,1
Swim in pool,Return a product,0
Create an algorithm,Install a shelf,0
Prepare a lesson,Do stretching,0
Draw a portrait,Do tutoring,0
Deploy an application,Create a website,1
Prepare a lesson,Run a workshop,1
Create artwork,Play piano,1
Prepare a dish,Bake a cake,1
Play piano,Play violin,1
Explain a concept,Hitchhike,0
Make a sauce,Peel vegetables,1
Sculpt a statue,Evaluate students,0
Paint a picture,Develop an application,0
Negotiate a contract,Do meditation,0
Write a message,Write a letter,1
Write a letter,Do maintenance,0
Practice boxing,Go rock climbing,1
Drive a truck,Ride a scooter,1
Write a letter,Organize a conference,1
Go dancing,Play football,1
Prepare a smoothie,Go shopping,0
Repair a computer,Plant flowers,0
Do exercise,Pay bills,0
Practice relaxation,Do exercise,1
Organize a conference,Give a speech,1
Sing a song,Give advice,0
Give advice,Speak in public,0
Manage finances,Test a program,0
Ride a motorcycle,Grade papers,0
Mow the lawn,Fix a leak,1
Go skiing,Play football,1
Play piano,Play violin,1
Bake a cake,Make an omelet,1
Make an omelet,Make a pie,1
Swim in pool,Buy clothes,0
Write a letter,Prepare an exam,0
Take the train,Shop online,0
Improvise on piano,Organize training,0
Drive a truck,Take the subway,1
Wash windows,Walk in the city,0
Use a scooter,Ride a motorcycle,1
Invest in stocks,Speak in public,0
Manage finances,Go skiing,0
Maintain the garden,Write a message,0
Ride a motorcycle,Ride a scooter,1
Go skiing,Play volleyball,1
Speak publicly,Write a report,1
Compare prices,Save money,1
Give advice,Lead a discussion,1
Cook a roast,Cook rice,1
Give advice,Take a plane,0
Play basketball,Drink plenty of water,0
Tidy the house,Water plants,1
Negotiate a contract,Present a project,1
Practice relaxation,Eat balanced meals,1
Play basketball,Play volleyball,1
Negotiate a contract,Go jogging,0
Take the train,Water plants,0
Supervise students,Play drums,0
Speak publicly,Take the train,0
Pay bills,Apply for credit,1
Make an omelet,Make a pie,1
Plant flowers,Develop an application,0
Host a meeting,Write a message,1
Maintain the garden,Install a shelf,1
Take vitamins,Do physiotherapy,1
Negotiate a contract,Play volleyball,0
Build an object,Write a report,0
Ride a motorcycle,Take a plane,1
Prepare a smoothie,Peel vegetables,1
Drink plenty of water,Do meditation,1
Play piano,Paint a picture,1
Monitor a system,Program in Python,1
Organize a conference,Teach mathematics,0
Go dancing,Practice surfing,1
Prepare a salad,Take vitamins,0
Cook a roast,Make a sauce,1
Sing a song,Compose a melody,1
Organize training,Organize a closet,0
Sleep enough,Take vitamins,1
Analyze data,Automate a task,1
Create artwork,Shop online,0
Mow the lawn,Maintain the garden,1
Supervise students,Write a message,0
Cook rice,Ride a bike,0
Make a sauce,Monitor a system,0
Monitor a system,Program in Python,1
Practice yoga,Open an account,0
Build an object,Install a shelf,1
Speak publicly,Practice boxing,0
Cook vegetables,Do stretching,0
Host a meeting,Prepare a lesson,0
Play violin,Run a marathon,0
Make an omelet,Cook a roast,1
Make a pie,Go jogging,0
Plant flowers,Sing a song,0
Paint a picture,Play piano,1
Cook a roast,Peel vegetables,1
Prepare dessert,Do networking,0
Do networking,Moderate a debate,1
Ride a motorcycle,Go shopping,0
Configure a network,Create a database,1
Play football,Test a program,0
Swim in pool,Deploy an application,0
Wash windows,Install a shelf,1
Create a drawing,Save money,0
Play violin,Practice yoga,0
Invest in stocks,Pay bills,1
Create an algorithm,Organize training,0
Paint a picture,Organize training,0
Swim in pool,Teach a language,0
Repair a computer,Do weight training,0
Play guitar,Play piano,1
Play basketball,Ride a bike,1
Teach a language,Install software,0
Teach a language,Practice surfing,0
Take vitamins,Get a massage,1
Use an electric bike,Supervise students,0
Monitor a system,Write a message,0
Take the train,Drive a tractor,1
Go skiing,Ride a scooter,0
Go skiing,Play tennis,1
Deploy an application,Optimize a system,1
Monitor a system,Configure a network,1
Prepare dessert,Install software,0
Play drums,Compose a melody,1
Practice relaxation,Eat balanced meals,1
Manage finances,Prepare an exam,0
Play violin,Prepare an exam,0
Create a course,Prepare a lesson,1
Do accounting,Shop online,1
Negotiate a contract,Give a presentation,1
Monitor a system,Use an electric bike,0
Create an algorithm,Configure a network,1
Do accounting,Trim trees,0
Ride a motorcycle,Do meditation,0
Sleep enough,Get a health checkup,1
Negotiate a contract,Write a report,1
Cook vegetables,Give a lesson,0
Practice yoga,Practice surfing,1
Negotiate a contract,Send an email,1
Write a letter,Do accounting,0
Play violin,Create artwork,1
Give advice,Organize training,1
Automate a task,Analyze data,1
Plant flowers,Fix a leak,1
Shop online,Do networking,0
Cook rice,Grade papers,0
See a doctor,Organize training,0
Explain a concept,Practice yoga,0
Use a scooter,Hitchhike,1
Moderate a debate,Mow the lawn,0
Prepare an exam,Give a speech,0
Prepare a smoothie,Cook pasta,1
Draw a portrait,Create artwork,1
Cook rice,Return a product,0
Hitchhike,Use a taxi,1
Speak publicly,Repair furniture,0
Walk in the city,Take the train,1
Improvise on piano,Play drums,1
Deploy an application,Get fresh air,0
Give a presentation,Plant flowers,0
Eat balanced meals,Optimize a system,0
Organize a conference,Do accounting,0
Draw a portrait,Cook a roast,0
Take vitamins,Do exercise,1
Host a meeting,Moderate a debate,1
Analyze data,Deploy an application,1
Drive a car,Build an object,0
Improvise on piano,Play guitar,1
Write a message,Organize a conference,1
Invest in stocks,Negotiate a price,1
Drive a car,Take a bus,1
Take a ferry,Get a massage,0
Pay bills,Do accounting,1
Practice relaxation,Go to dentist,1
Mow the lawn,Maintain the garden,1
Peel vegetables,Prepare soup,1
Cook a roast,Prepare dessert,1
Do accounting,Return a product,1
Grill meat,Maintain the garden,0
Secure a server,Go skiing,0
Improvise on piano,Play piano,1
Play drums,Improvise on piano,1
Host a meeting,Moderate a debate,1
Sing a song,Run a workshop,0
Water plants,Fix a leak,1
Walk in the city,Take a ferry,1
Use an electric bike,Take a bus,1
Moderate a debate,Sing a song,0
Supervise students,Create an algorithm,0
Give advice,Do tutoring,1
Make a pie,Grill meat,1
Compare prices,Pay bills,1
Eat balanced meals,Run a workshop,0
Play basketball,Practice surfing,1
Drive a car,Grill meat,0
Grill meat,Make an omelet,1
Automate a task,Program in Python,1
Host a meeting,Give advice,0
Walk in the city,Do networking,0
Build an object,Do dishes,1
Apply for credit,Drive a tractor,0
Do stretching,Do exercise,1
Create a drawing,Play basketball,0
See a doctor,Compose a song,0
Take a ferry,Make a pie,0
Invest in stocks,Go shopping,1
Compose a song,Paint with watercolor,1
Take a bus,Hitchhike,1
Draw a portrait,Play guitar,1
Do accounting,Apply for credit,1
Repair furniture,Compose a melody,0
Analyze data,Play tennis,0
Make a pie,Prepare soup,1
Drive a truck,Give advice,0
Give advice,Cook rice,0
Play basketball,Go dancing,1
Make a phone call,Do stretching,0
Practice yoga,Go rock climbing,1
Peel vegetables,Prepare soup,1
Run a workshop,Prepare a smoothie,0
Cook a roast,Do maintenance,0
Peel vegetables,Cook vegetables,1
Grill meat,Negotiate a contract,0
See a doctor,Sleep enough,1
Lead a discussion,Peel vegetables,0
Configure a network,Program in Python,1
Prepare a smoothie,Explain a concept,0
Sleep enough,Do exercise,1
Make a sauce,Do physiotherapy,0
Play piano,Take the subway,0
Teach a language,Create artwork,0
Get a massage,Get a health checkup,1
Analyze data,Go skiing,0
Shop online,Save money,1
Use a scooter,Drive a car,1
Do accounting,Practice yoga,0
Take a ferry,Present a project,0
Go dancing,Go shopping,0
Shop online,Invest in stocks,1
Create a drawing,Take photographs,1
Supervise students,Create a course,1
Use an electric bike,Drive a car,1
Prepare a smoothie,Interview someone,0
Take the train,Get a health checkup,0
Develop an application,Paint a wall,0
Pay bills,Ride a scooter,0
Speak publicly,Moderate a debate,1
Ride a scooter,Calculate expenses,0
Do networking,Analyze data,0
Take vitamins,Drive a truck,0
Take the train,Go hiking,0
Play violin,Make a sauce,0
Compare prices,Take a bus,0
Develop an application,Do networking,0
Go dancing,Take vitamins,0
Do accounting,Manage budget,1
Create an algorithm,Play football,0
Explain a concept,Create a website,0
Go skiing,Play volleyball,1
Take the train,Ride a scooter,1
Make a phone call,Calculate expenses,0
Draw a portrait,Play guitar,1
Ride a motorcycle,Fix a leak,0
Sing a song,Go jogging,0
Monitor a system,Deploy an application,1
Run a workshop,Grade papers,1
Create a drawing,Paint with watercolor,1
Drive a car,Paint a picture,0
Make a sauce,Peel vegetables,1
Make a pie,Make a sauce,1
Moderate a debate,Give a presentation,1
Create artwork,Draw a portrait,1
Compare prices,Invest in stocks,1
Make an omelet,Prepare a dish,1
Take vitamins,Get a massage,1
Create a website,Manage finances,0
Organize a conference,Create an algorithm,0
Play basketball,Play volleyball,1
Go dancing,Maintain the garden,0
Deploy an application,Play piano,0
Use an electric bike,Teach mathematics,0
Prepare an exam,Prepare a lesson,1
Play guitar,Teach mathematics,0
Play piano,Sing a song,1
Explain a concept,Grill meat,0
Peel vegetables,Prepare dessert,1
Analyze data,Create a website,1
Prepare a smoothie,Bake bread,1
Do exercise,Practice relaxation,1
Create a website,Draw a portrait,0
Prepare a lesson,Send an email,0
Negotiate a contract,Tidy the house,0
Water plants,Mow the lawn,1
Manage finances,Create artwork,0
Hitchhike,Take a plane,1
Repair a computer,Compose a song,0
Apply for credit,Go grocery shopping,1
Drink plenty of water,Sleep enough,1
Swim in pool,Sculpt a statue,0
Automate a task,Create an algorithm,1
See a doctor,Practice yoga,0
Play basketball,Paint with watercolor,0
Sculpt a statue,Prepare a lesson,0
Take the train,Compose a song,0
Repair furniture,Moderate a debate,0
Play violin,Sculpt a statue,1
Take a plane,Hitchhike,1
Lead a discussion,Swim in pool,0
Do stretching,Get a health checkup,1
Mow the lawn,Prepare a salad,0
Develop an application,Program in Python,1
Write a letter,Wash windows,0
Go dancing,Bake a cake,0
Cook a roast,Bake bread,1
Compare prices,Shop online,1
Organize a conference,Give a speech,1
Walk in the city,Take a plane,1
Prepare a lesson,Organize training,1
Prepare a smoothie,Cook rice,1
Play football,Play basketball,1
Play piano,Compose a song,1
Shop online,Hitchhike,0
Lead a discussion,Prepare a lesson,1
Use a scooter,Get a massage,0
Automate a task,Secure a server,1
Sculpt a statue,Grade papers,0
Paint a picture,Create artwork,1
Sculpt a statue,Compose a melody,1
Create artwork,Paint a picture,1
Do stretching,Get a massage,1
Automate a task,Create a website,1
Get a massage,Get fresh air,1
Make a phone call,Interview someone,1
Bake bread,Manage budget,0
Create a course,Prepare an exam,1
Develop an application,Grade papers,0
Maintain the garden,Teach mathematics,0
Prepare a smoothie,Peel vegetables,1
Practice relaxation,Write a song,0
Wash windows,Create an algorithm,0
Bake a cake,Compare prices,0
Drink plenty of water,Do physiotherapy,1
Invest in stocks,Clean the house,0
Play basketball,Ride a bike,1
Explain a concept,Invest in stocks,0
Use a scooter,Use an electric bike,1
Open an account,Make a pie,0
Do stretching,Do accounting,0
Practice relaxation,Drink plenty of water,1
Take a plane,Clean the house,0
Practice boxing,Play volleyball,1
Shop online,Grill meat,0
Play drums,Take a plane,0
Go dancing,Run a marathon,1
Take a bus,Drive a car,1
Give a presentation,Go shopping,0
Moderate a debate,Do networking,1
Manage finances,Do meditation,0
Create a drawing,Secure a server,0
Play basketball,Paint a wall,0
Sculpt a statue,Write a song,1
Water plants,Wash windows,1
Ride a scooter,Take the subway,1
Bake bread,Prepare a smoothie,1
Give a presentation,Play drums,0
Write a message,Go dancing,0
Teach a language,Manage budget,0
Prepare a dish,Mow the lawn,0
Manage finances,Compare prices,1
Sculpt a statue,Sing a song,1
Practice yoga,Go dancing,1
Take the train,Use a taxi,1
Manage finances,Give a presentation,0
Cook vegetables,Practice relaxation,0
Give a presentation,Organize training,1
Create a website,Test a program,1
Make a phone call,Practice boxing,0
Create an algorithm,Do maintenance,1
Run a workshop,Give advice,1
See a doctor,Test a program,0
